rank,doc_id,corpus_type,assigned_sdg,projection_score,title,text_preview,source_doc_or_year
70,https://openalex.org/W3197021452,research,7,-0.209971,Research on Coil Identification Algorithm of Wireless Power Transfer System Based on Magnetic Field Features,"Research on Coil Identification Algorithm of Wireless Power Transfer System Based on Magnetic Field Features. In the practical application of wireless power transfer (WPT), the identification of the secondary coil and the analysis of the space magnetic field of the coil will affect the matching scheme of the coil, which will further affect the performance of energy transmission. At present, the es",2021
71,https://openalex.org/W4386893260,research,4,-0.209811,Finite Element Analysis of Cold-Formed Steel Stud Wall Subjected to Blast Loading and Validation Using Artificial Neural Network and Response Surface Methodology,Finite Element Analysis of Cold-Formed Steel Stud Wall Subjected to Blast Loading and Validation Using Artificial Neural Network and Response Surface Methodology. This paper focused on the finite element analysis of structural system in extreme loading condition. Two different stud shape and thicknesses were analyzed under blast. The stud thickness such as 1.19 mm and 1.5 mm were modelled and anal,2023
72,https://openalex.org/W7124899810,research,7,-0.20967,Multi-case prediction and uncertainty quantification of bolt preload based on ARD-Gaussian process regression,"Multi-case prediction and uncertainty quantification of bolt preload based on ARD-Gaussian process regression. Traditional bolt preload monitoring methods (e.g., the torque method) have an error of more than 10% due to friction coefficient fluctuations and material nonlinearities, and existing data-driven models (e.g., neural networks) can hardly quantify the uncertainty. Although Gaussian process",2025
73,https://openalex.org/W4410156557,research,14,-0.209567,Experimental Evaluation on Acoustic Emission Wave Propagation of Laminated Composites with Cutouts Using Auto Sensor Testing,"Experimental Evaluation on Acoustic Emission Wave Propagation of Laminated Composites with Cutouts Using Auto Sensor Testing. Abstract This study investigates Acoustic Emission (AE) wave propagation in large cantilever composite panels using experimental and numerical analysis. Five distinct case studies, considering two distinct scenarios-panels with and without cutouts-were investigated under va",2025
74,https://openalex.org/W3188854509,research,7,-0.209435,Mathematical Validation of Experimentally Optimised Parameters Used in a Vibration-Based Machine-Learning Model for Fault Diagnosis in Rotating Machines,Mathematical Validation of Experimentally Optimised Parameters Used in a Vibration-Based Machine-Learning Model for Fault Diagnosis in Rotating Machines. Mathematical models have been widely used in the study of rotating machines. Their application in dynamics has eased further research since they can avoid time-consuming and exorbitant experimental processes to simulate different faults. The earl,2021
75,https://openalex.org/W4376629972,research,6,-0.209059,Insights into the Microscopic Oil-Water Flow Characteristics and Displacement Mechanisms during Waterflooding in Sandstone Reservoir Rock Based on Micro-CT Technology: A Pore-Scale Numerical Simulation Study,Insights into the Microscopic Oil-Water Flow Characteristics and Displacement Mechanisms during Waterflooding in Sandstone Reservoir Rock Based on Micro-CT Technology: A Pore-Scale Numerical Simulation Study. The low oil recovery rate observed in current oil fields is largely attributed to the presence of remaining oil trapped in the pores of porous media during waterflooding. To improve the recov,2023
76,https://openalex.org/W4399458119,research,7,-0.209039,Modeling homogeneous ignition processes of clustering solid particle clouds in isotropic turbulence,Modeling homogeneous ignition processes of clustering solid particle clouds in isotropic turbulence. The objective of this study is to numerically investigate the ignition and combustion of pulverized solid fuels in turbulent conditions and to assess different modeling strategies relevant to large-eddy simulations (LES). The investigations show that due to the high Stokes number of solid particles,2024
77,https://openalex.org/W4405803500,research,13,-0.209006,A Parameterized Prediction Method for Turbulent Jet Noise Based on Physics-Informed Neural Networks,"A Parameterized Prediction Method for Turbulent Jet Noise Based on Physics-Informed Neural Networks. Abstract Turbulent noise prediction is integral to fluid equipment design, and multiple simulations or experiments are often required for noise distribution under varying operating conditions during the design optimization process, which could be expensive. Recently, the physics informed neural net",2024
78,https://openalex.org/W4404601911,research,7,-0.208929,Free vibration optimization of 2D tri-axial braided composite fan blade with ANN-Anal-FEM-GA integrated model,"Free vibration optimization of 2D tri-axial braided composite fan blade with ANN-Anal-FEM-GA integrated model. This research aimed to increase the natural frequencies of a non-rotating 2D tri-axial braided composite (2DTBC) fan blade. The investigation utilized a multidisciplinary approach, integrating Artificial Neural Network (ANN) modeling, analytical method, Finite Element (FE) analysis, optim",2024
79,https://openalex.org/W3119286788,research,7,-0.208373,The Data Driven Surrogate Model Based Dynamic Design of Aero-Engine Fan Systems,"The Data Driven Surrogate Model Based Dynamic Design of Aero-Engine Fan Systems. Abstract High cycle fatigue failures of fan blade systems due to vibrational loads are of great concern in the design of aero engines, where energy dissipation by the relative frictional motion in the dovetail joints provides the main damping to mitigate the vibrations. The performance of such a frictional damping can",2020
80,https://openalex.org/W4385211967,research,7,-0.208256,Machine Learning-Aided Nonlinear Dynamic Analysis of Engineering Structures,"Machine Learning-Aided Nonlinear Dynamic Analysis of Engineering Structures. Abstract A machine learning (ML) technique was used to assist in the dynamic analysis of mixed geometric and material nonlinearities of real-life engineering structures. Various types of inputs of system properties were considered in the 3D dynamic geometric elastoplastic analysis, giving a series of realistic nonlinear d",2023
81,https://openalex.org/W1878006507,research,16,-0.208225,Addressing Subjectivity and Replicability in Thematic Classification of Literary Texts: Using Cluster Analysis to Derive Taxonomies of Thematic Concepts in the Thomas Hardy's Prose Fiction,Addressing Subjectivity and Replicability in Thematic Classification of Literary Texts: Using Cluster Analysis to Derive Taxonomies of Thematic Concepts in the Thomas Hardy's Prose Fiction. Thematic classification of Thomas Hardy's work has traditionally been based partly on textual content and partly on biographical considerations. These analyses and criticisms have been generated by what will he,2018
82,https://openalex.org/W4387944587,research,9,-0.208154,NON-STATIONARY TIME SERIES PREDICTION USING ONE-DIMENSIONAL CONVOLUTIONAL NEURAL NETWORK MODELS,"NON-STATIONARY TIME SERIES PREDICTION USING ONE-DIMENSIONAL CONVOLUTIONAL NEURAL NETWORK MODELS. The main goal of non-stationary time series prediction is the construction, identification, configuration and verification of their models. The efficiency of using machine learning technologies for the analysis of non-stationary time series is shown due to their ability to model complex nonlinear depen",2020
83,https://openalex.org/W4281289203,research,10,-0.208149,Effect of moisture on the nonlinear viscoelastic fracture behavior of polymer nanocompsites: a finite deformation phase-field model,"Effect of moisture on the nonlinear viscoelastic fracture behavior of polymer nanocompsites: a finite deformation phase-field model. Abstract The mechanisms underlying damage in high-performance polymer nanocomposites are remarkably affected by hygrothermal conditions. In this study, we develop a phase-field formulation to investigate the influence of hygrothermal conditions on the nonlinear visco",2022
84,https://openalex.org/W3101049663,research,1,-0.208053,Damage Identification and Quantification in Beams Using Wigner-Ville Distribution,"Damage Identification and Quantification in Beams Using Wigner-Ville Distribution. The paper presents the novel method of damage identification and quantification in beams using the Wigner-Ville distribution (WVD). The presented non-parametric method is characterized by high sensitivity to a local stiffness decrease due to the presence of damage, comparable with the sensitivity of the wavelet-base",2020
85,https://openalex.org/W4395072860,research,14,-0.2079,Analysis of Flight Loads during Symmetric Aircraft Maneuvers Based on the Gradient-Enhanced Kriging Model,"Analysis of Flight Loads during Symmetric Aircraft Maneuvers Based on the Gradient-Enhanced Kriging Model. The analysis of flight loads during symmetric aircraft maneuvers is an essential but computationally intensive task in aircraft design. The significant structural elastic deformation in modern aircraft further complicates this work, adding to the computational demands. Therefore, improving th",2024
86,https://openalex.org/W4387631054,research,7,-0.207854,Sparse Bayesian machine learning for the interpretable identification of nonlinear structural dynamics: Towards the experimental data-driven discovery of a quasi zero stiffness device,Sparse Bayesian machine learning for the interpretable identification of nonlinear structural dynamics: Towards the experimental data-driven discovery of a quasi zero stiffness device. Data-driven discovery of governing laws for complex nonlinear structural dynamic systems remains a challenging issue of paramount importance. This work addresses the above issue by leveraging the available noisy dat,2023
87,https://openalex.org/W3184151098,research,7,-0.20785,Finite Element Modelling and Simulating Effects of Hairiness Performance on Hairiness Entanglement During Fabric Pilling,"Finite Element Modelling and Simulating Effects of Hairiness Performance on Hairiness Entanglement During Fabric Pilling. Abstract For analyzing behaviors of hairiness entanglement during fabric pilling, nonlinear dynamic motion equations are deduced based on the elastic thin rod element, combined with the moving characteristics of hairiness, which follow the principles of mechanical equilibrium a",2021
88,https://openalex.org/W4308016147,research,13,-0.207706,Recognizing the aeroacoustic information of noise radiated by an unflanged duct based on convolutional neural networks,"Recognizing the aeroacoustic information of noise radiated by an unflanged duct based on convolutional neural networks. Accurately recognizing the aeroacoustic information of noise propagating into and radiating out of an aero-engine duct is of both fundamental and practical interest. The aeroacoustic information includes (1) the acoustic properties of the noise source, such as the frequency (f) a",2022
89,https://openalex.org/W3198766720,research,17,-0.207528,DAMAGE IDENTIFICATION OF BOLT CONNECTIONS BASED ON WAVELET TIME-FREQUENCY DIAGRAMS AND LIGHTWEIGHT CONVOLUTIONAL NEURAL NETWORKS,"DAMAGE IDENTIFICATION OF BOLT CONNECTIONS BASED ON WAVELET TIME-FREQUENCY DIAGRAMS AND LIGHTWEIGHT CONVOLUTIONAL NEURAL NETWORKS. In view of the difficulty of monitoring the states of bolt connections of large-scale structures, proposed a method for bolt looseness recognition by sound signals, which takes the advantages of the wavelet time-frequency analysis and the powerful image classification a",2021
90,https://openalex.org/W3164591078,research,14,-0.207411,Ultrasonic Defect Characterization Using the Scattering Matrix: A Performance Comparison Study of Bayesian Inversion and Machine Learning Schemas,"Ultrasonic Defect Characterization Using the Scattering Matrix: A Performance Comparison Study of Bayesian Inversion and Machine Learning Schemas. Accurate defect characterization is desirable in the ultrasonic nondestructive evaluation as it can provide quantitative information about the defect type and geometry. For defect characterization using ultrasonic arrays, high-resolution images can prov",2021
91,https://openalex.org/W4384575251,research,7,-0.207242,Sparse broadband beamformer design via proximal optimization Techniques,"Sparse broadband beamformer design via proximal optimization Techniques. Beamforming is one of the most important techniques to enhance the quality of signal in array sensor signal processing, and the performance of a beamformer is usually related to the design of array configuration and beamformer weight.Recently, it was realized that the sparsity of the filter coefficients can reduce the cost of",2023
92,https://openalex.org/W3004321798,research,14,-0.206977,Time-Frequency Analysis of Barkhausen Noise for the Needs of Anisotropy Evaluation of Grain-Oriented Steels,"Time-Frequency Analysis of Barkhausen Noise for the Needs of Anisotropy Evaluation of Grain-Oriented Steels. The paper presents a new approach to obtain information on magnetic anisotropy in Si-Fe grain oriented ferromagnetic steel based on the observation of the magnetic Barkhausen noise (MBN). Until now, in the literature one can only notice the MBN study of magnetic anisotropy in steels carried",2020
93,https://openalex.org/W4409061442,research,2,-0.206952,Research on Financial Trend Prediction Technology Using LSTM,"Research on Financial Trend Prediction Technology Using LSTM. Aiming at the problems of low price prediction accuracy and difficult model optimization caused by the complex nonlinear dynamics of the stock market, this paper proposes a Bayesian optimization-based Long Short-Term Memory neural network (LSTM) stock price time series prediction method. In this paper, the historical stock prices of She",2024
94,https://openalex.org/W2967352625,research,12,-0.206933,Research on Finite Element Model Modification of Carbon Fiber Reinforced Plastic (CFRP) Laminated Structures Based on Correlation Analysis and an Approximate Model,"Research on Finite Element Model Modification of Carbon Fiber Reinforced Plastic (CFRP) Laminated Structures Based on Correlation Analysis and an Approximate Model. Carbon fiber reinforced plastic (CFRP) laminated structures have been widely used in modern engineering due to their excellent material properties, especially in the aerospace and shipping industries. This requires a high-accuracy fini",2019
95,https://openalex.org/W4392767330,research,7,-0.206884,Buckling Defect Optimization of Constrained Ring Rolling of Thin-Walled Conical Rings with Inner High Ribs Combining Response Surface Method with FEM,"Buckling Defect Optimization of Constrained Ring Rolling of Thin-Walled Conical Rings with Inner High Ribs Combining Response Surface Method with FEM. Buckling defect will appear on the outer surface of the deformed ring during constrained ring rolling (CRR) of aluminum alloy thin wall conical ring with inner high ribs (AATWCRIHR), if the geometrical dimension of the ribs doesn&amp;#039;t match th",2024
96,https://openalex.org/W4401658734,research,3,-0.206544,Characterization of Microscopic Structures in Living Tumor by In Vivo Measurement of Magnetic Relaxation Time Distribution of Intratumor Magnetic Nanoparticles,"Characterization of Microscopic Structures in Living Tumor by In Vivo Measurement of Magnetic Relaxation Time Distribution of Intratumor Magnetic Nanoparticles. Tumor microscopic structure is crucial for determining properties such as cancer type, disease state (key for early diagnosis), and novel therapeutic strategies. Magnetic particle imaging is an early cancer diagnostic tool using magnetic n",2024
97,https://openalex.org/W4403191195,research,13,-0.206498,Dynamics Modeling and Motion Evaluation of a Near-Ground Tethered Balloon Cable System under Severe Wind Environments,Dynamics Modeling and Motion Evaluation of a Near-Ground Tethered Balloon Cable System under Severe Wind Environments. Weather survival poses a significant challenge for the utilization of tethered balloons. The dynamic modeling of tethered balloon systems presents challenges due to the flexible nature of the cables and the intricate nature of gust forces. The present study introduces a new approa,2024
98,https://openalex.org/W4309261799,research,7,-0.206301,A quantitative identification method based on CWT and CNN for external and inner broken wires of steel wire ropes,"A quantitative identification method based on CWT and CNN for external and inner broken wires of steel wire ropes. The detection of broken wires in steel wire ropes is of great significance for the production safety. However, the existing identification techniques mainly focus on the external broken wires problem. Here, the artificial feature extraction is one of the most important method, while o",2022
99,https://openalex.org/W4392127892,research,14,-0.206193,Effective Data-driven Method Based on Bayesian Approach for Performance Estimation of Wound-field Motors,"Effective Data-driven Method Based on Bayesian Approach for Performance Estimation of Wound-field Motors. This study proposes a novel data-driven method based on Bayesian approach. A d/q axis flux map and the non-linear torque characteristics of wound-field motors were estimated using a single layer neural network to reduce the number of finite element analysis and load tests. Moreover, to improve",2024
100,https://openalex.org/W4389740455,research,14,-0.206111,FUNCTIONAL STABILITY OF THE INVERTED PENDULUM AND ITS RELATION TO UNCREWED AERIAL VEHICLE WINGS THROUGH SYSTEM MATHEMATICAL MODELING AND SIMULATION,"FUNCTIONAL STABILITY OF THE INVERTED PENDULUM AND ITS RELATION TO UNCREWED AERIAL VEHICLE WINGS THROUGH SYSTEM MATHEMATICAL MODELING AND SIMULATION. The flight instability of an uncrewed aerial vehicle (UAV) can be considered critical, and investigations of stability can be compared to the study of the stabilization of an inverted pendulum. This study investigated the stability of two dynamic syst",2023
