rank,doc_id,corpus_type,assigned_sdg,projection_score,title,text_preview,source_doc_or_year
69,https://openalex.org/W3105556000,research,7,-0.164626,Multi-Fidelity Bayesian Optimization via Deep Neural Networks,"Multi-Fidelity Bayesian Optimization via Deep Neural Networks. Bayesian optimization (BO) is a popular framework to optimize black-box functions. In many applications, the objective function can be evaluated at multiple fidelities to enable a trade-off between the cost and accuracy. To reduce the optimization cost, many multi-fidelity BO methods have been proposed. Despite their success, these met",2020
70,https://openalex.org/W3039321430,research,7,-0.164626,Multi-Fidelity Bayesian Optimization via Deep Neural Networks,"Multi-Fidelity Bayesian Optimization via Deep Neural Networks. Bayesian optimization (BO) is a popular framework to optimize black-box functions. In many applications, the objective function can be evaluated at multiple fidelities to enable a trade-off between the cost and accuracy. To reduce the optimization cost, many multi-fidelity BO methods have been proposed. Despite their success, these met",2020
71,https://openalex.org/W4404853964,research,6,-0.164455,Dynamics of Darcy-Forchheimer flow of Casson nanofluidic model with Newtonian heating: Nonlinear input-output neural networks,Dynamics of Darcy-Forchheimer flow of Casson nanofluidic model with Newtonian heating: Nonlinear input-output neural networks. This research work presents the numerical solution of the Darcy-Forchheimer flow of Casson nanofluidic model (DFFCNFM) on stretching sheets with Newtonian heating by utilizing a combination of nonlinear input-output neural networks with backpropagation of Levenberg-Marquar,2024
72,https://openalex.org/W4405936848,research,7,-0.164431,Combined Machine Learning and Differential Evolution for Optimal Design of Electric Aircraft Propulsion Motors,Combined Machine Learning and Differential Evolution for Optimal Design of Electric Aircraft Propulsion Motors. Electric aircraft propulsion requires highly efficient and power-dense fault-tolerant electric motors optimized for specific flight profile operation. State-of-the-art design of electric motors involves substantial computational resources and combines electromagnetic finite element analy,2024
73,https://openalex.org/W4406256323,research,7,-0.164354,Physics-informed neural networks for two-phase film boiling heat transfer,Physics-informed neural networks for two-phase film boiling heat transfer. • Physics-Informed neural networks (PINNs) are used to investigate film boiling. • An evolution of the film boiling process is presented for 3 jakob numbers. • Transfer learning produced results of comparable accuracy to unobserved CFD data. • Volume fraction and thermal field predictions showed strong agreement. In this pa,2025
74,https://openalex.org/W4389819395,research,6,-0.164196,Connecting Structural Characteristics and Material Properties in Phase-Separating Polymer Solutions: Phase-Field Modeling and Physics-Informed Neural Networks,"Connecting Structural Characteristics and Material Properties in Phase-Separating Polymer Solutions: Phase-Field Modeling and Physics-Informed Neural Networks. The formed morphology during phase separation is crucial for determining the properties of the resulting product, e.g., a functional membrane. However, an accurate morphology prediction is challenging due to the inherent complexity of molec",2023
75,https://openalex.org/W4390236246,research,7,-0.163446,A Hard-Constraint Wide-Body Physics-Informed Neural Network Model for Solving Multiple Cases in Forward Problems for Partial Differential Equations,"A Hard-Constraint Wide-Body Physics-Informed Neural Network Model for Solving Multiple Cases in Forward Problems for Partial Differential Equations. In the fields of physics and engineering, it is crucial to understand phase transition dynamics. This field involves fundamental partial differential equations (PDEs) such as the Allen-Cahn, Burgers, and two-dimensional (2D) wave equations. In alloys,",2023
76,https://openalex.org/W3152971724,research,7,-0.163394,EXPERIMENTAL ANALYSIS WITH SPECIFIC HEAT OF WATER-BASED ZIRCONIUM OXIDE NANOFLUID ON THE EFFECT OF TRAINING ALGORITHM ON PREDICTIVE PERFORMANCE OF ARTIFICIAL NEURAL NETWORK,"EXPERIMENTAL ANALYSIS WITH SPECIFIC HEAT OF WATER-BASED ZIRCONIUM OXIDE NANOFLUID ON THE EFFECT OF TRAINING ALGORITHM ON PREDICTIVE PERFORMANCE OF ARTIFICIAL NEURAL NETWORK. In this study, the effect of the algorithms used in the training of artificial neural networks on the prediction performance of artificial neural networks has been extensively investigated. In order to make this analysis, thre",2021
77,https://openalex.org/W4409753503,research,7,-0.163069,Long-time Simulation of Stiff Chemical Kinetics Using Conservation-constrained Physics-informed Neural Network,"Long-time Simulation of Stiff Chemical Kinetics Using Conservation-constrained Physics-informed Neural Network. 刚性化学动力学方程在空间科学、大气科学等领域具有重要意义. 近年来, 物理信息神经网络(Physics-Informed Neural Network, PINN)作为一种融合物理定律与深度学习的框架, 被广泛应用于求解各种偏微分方程. 然而, 在求解刚性化学动力学方程时, PINN将出现优化失败, 难以有效求解. 为解决该问题, 本文提出一种新的守恒约束PINN方法. 该方法利用共享-分支网络有效处理耦合问题, 通过引入物质守恒约束显著提升刚性化学动力学方程的求解性能. 同时, 分段采样策略进一步增强长时模拟的精度和稳定性. 实验结果表明, 该方法能够在多时间尺度的复",2025
78,https://openalex.org/W4406754607,research,7,-0.163027,Optimal Design of Traction Electric Motors by a New Adaptive Pareto Algorithm,"Optimal Design of Traction Electric Motors by a New Adaptive Pareto Algorithm. This paper deals with an adaptive multi-objective optimisation process for the design of electric motors by means of supervised learning techniques. The process is based on a multi-objective optimisation approach which involves many objective functions (mass, rotor inertia, average total losses), constraints (geometrica",2025
79,https://openalex.org/W4380442219,research,7,-0.162761,A temporal-spatiotemporal domain transformation-based modeling method for nonlinear distributed parameter systems,A temporal-spatiotemporal domain transformation-based modeling method for nonlinear distributed parameter systems. Abstract Complex nonlinear distributed parameter systems (DPSs) exist widely in advanced industrial thermal processes. The modeling of such highly nonlinear systems is a challenge for traditional time/space-separation-based methods since they employ linear methods for the model reduct,2023
80,https://openalex.org/W4395960451,research,7,-0.162583,Simultaneous Reconstruction of Multiple Time-Varying Thermal Properties Based on Translucent Materials,"Simultaneous Reconstruction of Multiple Time-Varying Thermal Properties Based on Translucent Materials. In the realm of high-tech materials and energy applications, accurately measuring the transient heat flow at media boundaries and the internal thermal conductivity of materials in harsh heat exchange environments poses a significant challenge when using conventional direct measurement methods. C",2024
81,https://openalex.org/W4281919142,research,7,-0.162514,A Novel Temperature Drift Error Precise Estimation Model for MEMS Accelerometers Using Microstructure Thermal Analysis,"A Novel Temperature Drift Error Precise Estimation Model for MEMS Accelerometers Using Microstructure Thermal Analysis. Owing to the fact that the conventional Temperature Drift Error (TDE) precise estimation model for a MEMS accelerometer has incomplete Temperature-Correlated Quantities (TCQ) and inaccurate parameter identification to reduce its accuracy and real time, a novel TDE precise estimat",2022
82,https://openalex.org/W4391211651,research,7,-0.162481,Magnetohydrodynamic free convection of nano-encapsulated phase change materials between two square cylinders: Mapping the thermal behavior using neural networks,Magnetohydrodynamic free convection of nano-encapsulated phase change materials between two square cylinders: Mapping the thermal behavior using neural networks. The study focused on investigating the convective heat transfer of nano-encapsulated phase change suspensions in the presence of a non-uniform magnetic field within an annuli space between two square cylinders. The principal equations for,2024
83,https://openalex.org/W4212970347,research,9,-0.162477,Structural Response Prediction of a Flat Beam with Geometric Nonlinearities with Temporal Convolutional Networks,"Structural Response Prediction of a Flat Beam with Geometric Nonlinearities with Temporal Convolutional Networks. Complex structural systems are ubiquitous in the aerospace industry. The structural response characterization of these complex systems and components often involves extensive nondestructive testing. When testing is not an option, analysts rely on numerical simulations to predict the st",2021
84,https://openalex.org/W4290040451,research,7,-0.162382,A design of soft computing intelligent networks for MHD Carreau nanofluid model with thermal radiation,A design of soft computing intelligent networks for MHD Carreau nanofluid model with thermal radiation. The objective of this work is to explore the flow features and thermal radiation properties of the 2-D Magnetohydrodynamic (MHD) Carreau nanofluid model over an impenetrable stretching surface by utilizing the supervised learning strength of Levenberg-Marquardt backpropagation neural networking,2022
85,https://openalex.org/W4388279837,research,4,-0.162377,Physics-Informed neural networks based low thrust orbit transfer design for spacecraft,"Physics-Informed neural networks based low thrust orbit transfer design for spacecraft. In order to solve the limited thrust orbit transfer design problem of spacecraft, this paper proposes a physical-information neural networks(PINN) based trajectory solving method. For PINN, the necessary conditions are differential equations and special requirements on boundary conditions, which constitute phys",2023
86,https://openalex.org/W4205272635,research,12,-0.162333,Machine Learning assisted Structural Design Optimization for Flip Chip Packages,Machine Learning assisted Structural Design Optimization for Flip Chip Packages. The development of fine-linewidth semiconductor manufacturing process imposes additional requirements on the design optimization. This paper proposes and validates a simulation driven design methodology for structural design optimization of chip package integration. Finite Element Analysis method is employed to perfor,2021
87,https://openalex.org/W3186773494,research,7,-0.162332,Soft computing paradigm for Ferrofluid by exponentially stretched surface in the presence of magnetic dipole and heat transfer,"Soft computing paradigm for Ferrofluid by exponentially stretched surface in the presence of magnetic dipole and heat transfer. In the presented research article, the intelligence based numerical computation of artificial neural network backpropagated with Levenberg-Marquardt algorithm has been developed to analyze the novel ferrofluid flow model in the presence of magnetic dipole. Heat transfer e",2021
88,https://openalex.org/W4401728556,research,12,-0.162202,Reliability analysis of the solidification cooling of solid rocket motor grain material,"Reliability analysis of the solidification cooling of solid rocket motor grain material. The reliability of solid rocket motor grain structure during solidification cooling is analyzed. First, a three-dimensional parametric modeling of the grain is carried out by ANSYS finite element software. The dangerous point and dangerous moment can be obtained based on the transient and dynamic thermo-struct",2024
89,https://openalex.org/W4206172331,research,7,-0.162131,Characterisation of optical properties of solar nanofluids by an inverse problem based on a numerical model,"Characterisation of optical properties of solar nanofluids by an inverse problem based on a numerical model. Some nanoparticles (NPs) possess an outstanding photothermal conversion under optical illumination. For this reason, these NPs are under research in a wide variety of light-induced heating applications such as solar nanofluids, which could be used for direct light absorption in solar collec",2021
90,https://openalex.org/W3122978436,research,12,-0.162109,Signal Deconvolution and Generative Topographic Mapping Regression for Solid-State NMR of Multi-Component Materials,"Signal Deconvolution and Generative Topographic Mapping Regression for Solid-State NMR of Multi-Component Materials. Solid-state nuclear magnetic resonance (ssNMR) spectroscopy provides information on native structures and the dynamics for predicting and designing the physical properties of multi-component solid materials. However, such an analysis is difficult because of the broad and overlapping",2021
91,https://openalex.org/W4412485658,research,13,-0.161986,Predicting Hypersonic Vehicle Heating Using a Multi-Model Deep Learning Framework,"Predicting Hypersonic Vehicle Heating Using a Multi-Model Deep Learning Framework. The design of hypersonic vehicles is driven by the harsh thermal environment in which the vehicle must operate. This thermal environment drives key design decisions like outer mold line (OML), flight envelope, trajectory, and material selection. Being able to quickly iterate over this design tradespace is becoming i",2025
92,https://openalex.org/W4407690712,research,7,-0.16198,Hybrid Neural Networks-Analytical Temperature-Dependent Electrothermal Model for GaN Transistors,"Hybrid Neural Networks-Analytical Temperature-Dependent Electrothermal Model for GaN Transistors. Operating GaN transistors under high-power conditions leads to significant internal temperature increases that deteriorate device performance. Additionally, the ambient temperature, especially in outdoor environments, introduces further thermal challenges. To ensure reliable circuit design, it is cruc",2024
93,https://openalex.org/W4390937225,research,2,-0.161768,Information bottleneck in peptide conformation determination by x-ray absorption spectroscopy,"Information bottleneck in peptide conformation determination by x-ray absorption spectroscopy. Abstract We apply a recently developed technique utilizing machine learning for statistical analysis of computational nitrogen K-edge spectra of aqueous triglycine. This method, the emulator-based component analysis, identifies spectrally relevant structural degrees of freedom from a data set filtering i",2024
94,https://openalex.org/W4251640097,research,16,-0.16169,Conclusion,Conclusion. This chapter explores the modeling of semantic space through the use of word embeddings produced by neural network models. It traces the development and potential use of this technique through the critical digital humanities methods proposed in the previous chapters. The author proposes strategies for using these vector space models in historical research through the use of models to a,2019
95,https://openalex.org/W3210005023,research,9,-0.161534,Thin-film neural networks for optical inverse problem,"Thin-film neural networks for optical inverse problem. The thin-film optical inverse problem has attracted a great deal of attention in science and industry, and is widely applied to optical coatings. However, as the number of layers increases, the time it takes to extract the parameters of thin films drastically increases. Here, we introduce the idea of exploiting the structural similarity of all",2021
96,https://openalex.org/W4387017594,research,16,-0.161275,Cognitive Linguistic Theory and the Biblical Languages,"Cognitive Linguistic Theory and the Biblical Languages. This chapter introduces Cognitive Linguistic theory with special at-tention to its application to the study of the ancient languages of the Bible. Beginning with a brief survey of the historical background and origins of Cognitive Linguistics, this chapter then identifies four key theoretical commitments that unify an otherwise diverse ap-pro",2023
97,https://openalex.org/W4280496648,research,7,-0.161255,An analysis of the heat source contribution of ball screw based on WNN and PSO,"An analysis of the heat source contribution of ball screw based on WNN and PSO. Abstract Fundamentally, the heat source in the ball screw feed system accounts for the thermal behavior of the ball screw. Based on the analysis of the contribution of each heat source in the system to the thermal deformation of the ball screw, this paper sets out to provide a new method for thermal error compensation.",2022
98,https://openalex.org/W4394988471,research,7,-0.161196,Multidisciplinary Design Optimization of Reentry-Powered Hypersonic Vehicles Based on Surrogate Model,Multidisciplinary Design Optimization of Reentry-Powered Hypersonic Vehicles Based on Surrogate Model. Two problems exist in the study of the trajectory optimization problem of powered hypersonic gliding vehicles (HGVs) due to insufficient consideration of the overall design constraints as well as the strong couplings among relevant disciplines: (1) the engine and thrust models are not compatible,2024
99,https://openalex.org/W4400675096,research,7,-0.161131,Improved BP Neural Network Algorithm for Predicting Structural Parameters of Mirrors,"Improved BP Neural Network Algorithm for Predicting Structural Parameters of Mirrors. Addressing the nonlinear correlations between input variables and output responses, in addition to the time-consuming nature of finite element analysis in mirror design, this study introduces an enhanced back-propagation (BP) neural network (BR-TLDBO-BPNN) employing Bayesian regularization and an optimized dung b",2024
100,https://openalex.org/W4412751548,research,16,-0.160972,"Mesoscale Damage Evolution, Localization, and Failure in Solid Propellants Under Strain Rate and Temperature Effects","Mesoscale Damage Evolution, Localization, and Failure in Solid Propellants Under Strain Rate and Temperature Effects. High-energy solid propellants are multiphase engineering materials, whose mechanical behavior is predominantly governed by the characteristics of embedded crystalline particles. While microstructural influences have been extensively examined, quantitative correlations between micro",2025
