sdg,rank_within_sdg,policy_item_id,policy_source_doc,research_item_id,research_publication_year,raw_cosine,adjusted_cosine,delta_cosine,policy_text_snippet,research_text_snippet
10,3,OECD_2023_Advancing_Accountability_in_AI_Governing_and_Managing_Risks_Throughout_the_Lifecycle_0049,OECD_2023_Advancing_Accountability_in_AI_Governing_and_Managing_Risks_Throughout_the_Lifecycle,https://openalex.org/W4220760463,2022,0.849826,0.851176,0.00135,Different fairness metrics [24] [25] [26] lead to varying ways to assess bias in a system. Examples include:  Equality of opportunity: Belonging or not to a protected group should not influence an AI system's output. A mathematical definition often used is the Average Odds Diffe,"A clarification of the nuances in the fairness metrics landscape. In recent years, the problem of addressing fairness in machine learning (ML) and automatic decision making has attracted a lot of attention in the scientific communities dealing with artificial intelligence. A plet"
10,4,sdgi_03094_1,sdgi_LTU_VNR_2018,https://openalex.org/W3144998861,2021,0.842278,0.84187,-0.000408,"Income inequality causes social tensions, projects social crises and boosts emigration. Social policy, educational and health care measures are not sufficient for reducing this inequality, and Lithuania’s business and economic sector must get more involved in the process. In all ",A First Glance at the Minimum Wage Incidence in Lithuania Using Social Security Data*. This document explores the incidence of the minimum wage in Lithuania. The descriptive analysis exploits high-frequency data on monthly labor income coming from Social Security records between 
10,5,OECD_2023_Advancing_Accountability_in_AI_Governing_and_Managing_Risks_Throughout_the_Lifecycle_0068,OECD_2023_Advancing_Accountability_in_AI_Governing_and_Managing_Risks_Throughout_the_Lifecycle,https://openalex.org/W4400608553,2024,0.834092,0.83145,-0.002642,"38  ADVANCING ACCOUNTABILITY IN AI  Reweigh subjects: remove discrimination without  Understand the sources of bias throughout relabeling instances (Kamiran and Calders, 2012 ) the AI system lifecycle, such as group [85]  Oversample minority group and undersample major attrib","Bias and Fairness in Artificial Intelligence: Methods and Mitigation Strategies. Artificial intelligence (AI) has quickly evolved from a sci-fi idea to a crucial part of modern technology, impacting a number of industries like healthcare, banking, education, and law enforcement. "
11,1,sdgi_05474_0,sdgi_DEU_VLR_hanover_2020,https://openalex.org/W4248354325,2018,0.815458,0.813128,-0.00233,"STRATEGIC GOAL 17 Build a city for all and an inclusive culture, create new access to social life GLOBAL CONTEXT The “New Urban Agenda” [201] was adopted at the United Nations Conference on Housing and Sustainable Urban Development (Habitat III) in Quito in 2016. This global “roa","The maps that shape the roads. On the place of cultural policy actors in the debate on the sustainable development of cities. The maps that shape the roads.On the place of cultural policy actors in the debate on the sustainable development of cities 1 A paradigm that exists, whet"
11,2,sdgi_03224_20,sdgi_ESP_VLR_barcelona_2022,https://openalex.org/W4388161544,2023,0.80739,0.809031,0.001641,"The results are presented and debated at the Municipal Resilience Committee. Furthermore, Barcelona City Council and UN-Habitat, through the City Resilience Global Programme (CRGP), have worked closely together in recent years to promote and implement resilience actions both loca","Improve Urban Resilience to Reduce Disaster Risk. People are drawn to cities as centers of economic activity, opportunity, and innovation. But cities are also places where stresses accumulate or shocks occur as a result of the changes that cities are exposed to from natural disas"
11,3,UN_2016_The_Sustainable_Development_Goals_Report_2016_0086,UN_2016_The_Sustainable_Development_Goals_Report_2016,https://openalex.org/W4296260903,2022,0.803816,0.805701,0.001885,"In 2014, about half the urban Sub-Saharan Africa 39 population worldwide was exposed to air pollution Western Asia 55 levels at least 2.5 times above the safety standard Eastern Asia 60 set by the World Health Organization (WHO). No Northern Africa 64 region had annual average me","Urban diagnostics and a systems approach to air quality management: Pathways towards sustainable economic development and a healthy nairobi, Kenya. Taking holistic actions to improve urban air quality is central to reducing the health risks associated with urbanisation, yet local"
11,4,UN_SDG_Progress_Report_2023_0120,UN_SDG_Progress_Report_2023,https://openalex.org/W4296260903,2022,0.801706,0.802754,0.001048,"Air pollution is not only an urban problem, but is also affecting towns and rural areas Globally, air quality is improving, largely due to advancements in high- Population-weighted particulate matter (PM ) concentrations in cities, towns 2.5 income countries. However, small islan","Urban diagnostics and a systems approach to air quality management: Pathways towards sustainable economic development and a healthy nairobi, Kenya. Taking holistic actions to improve urban air quality is central to reducing the health risks associated with urbanisation, yet local"
11,5,sdgi_04848_4,sdgi_PHL_VNR_2022,https://openalex.org/W3164225398,2021,0.794281,0.795306,0.001025,"56 Sub-Technical Working Group (sTWG) on Data Analytics The national government recognizes the importance of scientific advisers and continuously relies on their expertise, most especially during the height of the COVID-19 pandemic. With this in mind, several expert groups were f","Machine Learning on the COVID-19 Pandemic, Human Mobility, and Air Quality: A Review. The ongoing COVID-19 global pandemic is affecting every facet of human lives (e.g., public health, education, economy, transportation, and the environment). This novel pandemic and citywide impl"
12,1,EuropeanCommission_2019_The_European_Green_Deal_0013,EuropeanCommission_2019_The_European_Green_Deal,https://openalex.org/W7109990764,2025,0.8616,0.859436,-0.002164,"Where waste cannot be avoided, its economic value must be recovered and its impact on the environment and on climate change avoided or minimised. This requires new legislation, including targets and measures for tackling over-packaging and waste generation. In parallel, EU compan","10. Investing in Critical Raw Materials for the Clean-Tech Transition in the EU. The procurement of critical raw materials (CRM) could become a fundamental barrier to the development of clean technology and net-zero manufacturing in the EU, thus endangering the achievement of maj"
12,2,UN_AI_Strategy_Resource_Guide_0193,UN_AI_Strategy_Resource_Guide,https://openalex.org/W4411472111,2025,0.850475,0.850985,0.000511,"Sustainability To the extent that is referenced, sustainability The global calls for development and deployment of AI to landscape of AI consider protecting the environment, ethics guidelines, improving the planet's ecosystem and","The role of artificial intelligence in sustainability topics. Artificial intelligence is a major focus of attention today. As the technological advances brought about by these developments become more widespread, the potential for their application in all areas of the economy, so"
12,3,sdgi_03636_7,sdgi_IND_VNR_2020,https://openalex.org/W3135349631,2020,0.820165,0.820025,-0.00014,"In addition, the Government is taking enduring measures for integrating tourism with local culture and economic development, promoting community participation, and improving governance and security. Waste Management Waste management system in India has adopted a ‘sustainable deve","SOLID WASTE MANAGEMENT: FIRST REPORT ON GARBAGE PROBLEM IN DODA REGION OF JAMMU AND KASHMIR, INDIA. Waste has been a major environmental issue everywhere ever since the onset of Industrial revolution. In Doda region of Jammu and Kashmir, due to the increase in the population and "
12,4,sdgi_03636_8,sdgi_IND_VNR_2020,https://openalex.org/W7113897414,2025,0.819935,0.81954,-0.000396,"Generation of plastic waste, estimated in 2015 for 60 major cities, was 6.92 per cent of MSW. Plastic waste generated in the country was estimated in 2017 to be 9.5 million tonnes per annum, and per capita plastic consumption was at a low level of 11 kg, which was only a tenth of",Strategic pathways for sustainable plastic management through a circular economy approach in India. Abstract The exponential growth in plastic consumption and subsequent waste generation in India has emerged as a significant environmental and socio-economic challenge. Among the v
12,5,sdgi_03646_2,sdgi_KEN_VNR_2020,https://openalex.org/W7124131558,2025,0.81879,0.818062,-0.000727,"Tis translates to 8.6 million tonnes annually. Given that urbanisation is increasing by 10 per cent, by 2030, Kenya’s urban population will be generating an estimate of about 5.5 million tonnes of waste every year, which is three times more the amount of waste generated in 2009. ","E-waste Situation in Kenya: Current and Future Management Lessons for Sustainable Health and Environment. E-waste situation and its rate of escalation, inflicts a growing threat to health and environment following its end-of-life management challenges in Kenya. The waste generati"
13,1,EuropeanCommission_2019_The_European_Green_Deal_0005,EuropeanCommission_2019_The_European_Green_Deal,https://openalex.org/W4394931585,2024,0.896636,0.896508,-0.000128,"This vision should form the basis for the long-term strategy that the EU will submit to the United Nations Framework Convention on Climate Change in early 2020. To set out clearly the conditions for an effective and fair transition, to provide predictability for investors, and to","Delivering a Climate Neutral Europe. &amp;lt;p&amp;gt;&amp;lt;i&amp;gt;Delivering a Climate Neutral Europe&amp;lt;/i&amp;gt; summarises the achievements of 25 years of EU Climate Policy, with the emphasis on what has been achieved under the Green Deal. It also highlights climate "
13,2,sdgi_03914_0,sdgi_IRQ_VNR_2019,https://openalex.org/W4410347449,2025,0.88434,0.885704,0.001363,"75 SDG 13: Environmental action No single country is addressing the challenges posed by climate change. For the climate of tomorrow and access to low carbon growth paths, the international conferences on climate change were held at the Twenty-Fourth Conference of the Parties to t","Climate Change in Iraq: A Comprehensive Analysis. Climate change is presently the most pressing and urgent global issue.Its potential consequences, such as the drying up of rivers, the submersion of vast coastal areas, and shifts in global agricultural production patterns, are so"
13,3,ungdc_004027,ungdc_IRQ_76_2021,https://openalex.org/W4410347449,2025,0.874857,0.873725,-0.001132,"countries most weakened by climate change, according to the sixth Global Environmental Outlook’s regional assessment for West Asia. Iraq has acceded to the 1992 United Nations Framework Convention on Climate Change as well as the 2015 Paris Agreement on Climate Change, and we are","Climate Change in Iraq: A Comprehensive Analysis. Climate change is presently the most pressing and urgent global issue.Its potential consequences, such as the drying up of rivers, the submersion of vast coastal areas, and shifts in global agricultural production patterns, are so"
13,4,UN_SDG_Progress_Report_2023_0133,UN_SDG_Progress_Report_2023,https://openalex.org/W3026815031,2020,0.871665,0.870288,-0.001376,"Global climate change education has so far not kept up with youth demand Students and youth globally are demanding climate action and explain the effects of climate change in their region. Furthermore, 70 per comprehensive and quality climate education to prepare them for a cent ","Inspiring climate action without inducing climate despair. As we learn more about the environmental crisis on our doorstep, effective and balanced teaching about it must be in place. For example, the latest Emissions Gap Report from the United Nations Environment Programme shows "
13,5,OECD_2022_The_Short_and_Winding_Road_to_2030_Measuring_Distance_to_the_SDG_Targets__v2_0471,OECD_2022_The_Short_and_Winding_Road_to_2030_Measuring_Distance_to_the_SDG_Targets__v2,https://openalex.org/W4396524372,2023,0.87048,0.870039,-0.000441,"190  The confinement measures put in place to reduce the spread of the virus led to a temporary reduction of air pollution in the early periods of the pandemic (Target 11.6), largely due to reduced traffic and other economic activities. Reviewing 11 studies from EU and non-EU co","The Impact of COVID-19 on Air Quality: A Comprehensive Review and Recommendations for Future Preparedness. The article assesses changes in air quality resulting from COVID-19 containment measures, aiming to identify key drivers and potential long-term consequences for public heal"
14,1,sdgi_04100_0,sdgi_BGD_VNR_2017,https://openalex.org/W4406246621,2025,0.870348,0.872426,0.002078,"3.6. SDG # 14: Conserve and sustainably use the oceans, seas and marine resources for sustainable development 3.6.1. Introduction With the peaceful delimitation of maritime boundaries with neighbouring Myanmar and India in 2014, the Government of Prime Minister Sheikh Hasina emba","Enormous Benefits of the Blue Economy and Blue Tourism (Coastal and Marine) Destinations in Bangladesh: A Conceptual Study on Bangladesh. This research investigates the current status of the Blue Economy in Bangladesh. This research also describes the key sectors, identifies chal"
14,2,sdgi_04248_9,sdgi_NZL_VNR_2019,https://openalex.org/W4297006834,2022,0.845819,0.84584,2.2e-05,"This is a global challenge afecting all coastal states. As part of our eforts to address this problem it is important to be able to measure it and track our progress. Sustainable Coastlines, a New Zealand based NGO, has developed a programme to train 'citizen scientists’ across t","Beach Litter Assessment: Critical Issues and the Path Forward. Studies analyzing large-scale patterns or long-term trends in the amounts and composition of beach litter are often based on the analysis of several small-scale studies, which may provide an inaccurate picture if the "
14,3,UN_SDG_Progress_Report_2020_0183,UN_SDG_Progress_Report_2020,https://openalex.org/W3108665729,2020,0.836673,0.830139,-0.006534,"12.4 Responsibly manage Parties continue to meet their commitments as required by multilateral environmental agreements in the chemicals and waste chemicals and waste cluster, in particular for the Basel, Rotterdam and Stockholm conventions (progress indicated in yellow). However","Human Health and Ocean Pollution. World leaders who recognize the gravity of ocean pollution, acknowledge its growing dangers, engage civil society and the global public, and take bold, evidence-based action to stop pollution at source will be critical to preventing ocean polluti"
14,4,sdgi_04166_2,sdgi_FJI_VNR_2019,https://openalex.org/W4399743429,2024,0.824511,0.826545,0.002034,A total of 17 voluntary commitments have been registered with the United Nations towards the protection and sustainable management of the ocean. Research and monitoring are key to the sustainability and preservation of marine ecosystems and resources. Research focusing on micropl,"Effects of marine microplastic on marine life and the food webs - A detailed review. Abstract Microplastics, which are microscopic plastic particles smaller than five millimetres, have become a common global pollution in marine environments. These particles, which come from a var"
14,5,SDSN_Sustainable_Development_Report_2025_0165,SDSN_Sustainable_Development_Report_2025,https://openalex.org/W3108665729,2020,0.822958,0.816146,-0.006813,Ocean Health Index: Clean Waters score 14 ✓ 100 80 70 28.6 2024 Ocean Health Index (worst 0-100 best) Fish caught from overexploited or collapsed 14 ✓ 0 25 50 90.7 2018 Sea around Us stocks (% of total catch) 14 ✓ Fish caught by trawling or dredging (%) 1 7 60 90 2019 Sea Around ,"Human Health and Ocean Pollution. World leaders who recognize the gravity of ocean pollution, acknowledge its growing dangers, engage civil society and the global public, and take bold, evidence-based action to stop pollution at source will be critical to preventing ocean polluti"
15,1,sdgi_04480_5,sdgi_IDN_VNR_2021,https://openalex.org/W4213452035,2022,0.863775,0.864257,0.000481,"In addition, there is a reduction in the ideal habitat area for endangered species on four large islands (Sumatera, cava, Kalimantan and 340 Sulawesi) which is driven by an increase in monoculture plantation areas which further depress forest cover and can lead to increased loss ","Tropical Forest Landscape Restoration in Indonesia: A Review. Indonesia has the second-largest biodiversity of any country in the world. Deforestation and forest degradation have caused a range of environmental issues, including habitat degradation and loss of biodiversity, deter"
15,2,sdgi_00599_12,sdgi_SVN_VNR_2017,https://openalex.org/W4387879733,2023,0.834697,0.834081,-0.000616,"Bees are of utmost importance to sustainable agricultural production, food safety in the world and nutritional safety of the population. One third of the food produced in the world is directly dependent on pollination. An international study from 2008 assessed that pollination is","Emerging threats and opportunities to managed bee species in European agricultural systems: a horizon scan. Managed bee species provide essential pollination services that contribute to food security worldwide. However, managed bees face a diverse array of threats and anticipatin"
15,3,sdgi_04555_2,sdgi_RUS_VNR_2020,https://openalex.org/W4296238641,2022,0.830531,0.826828,-0.003702,"Measures to overcome these problems are provided in the following state strategic planning documents: the State Programme “Development of Forestry”, Strategy for Development of the Forest Sector of the Russian Federation 2030 and “Forest Conservation” Federal Project of “Environm","Forest tourism as an integral part of sustainable development. <em>Primeval nature and forest areas are important for hiking, camping, glamping, bird and animal watching, biking and other tourism-related activities and events for tourism. The fact of exploring forests and other w"
15,4,UN_SDG_Progress_Report_2021_0171,UN_SDG_Progress_Report_2021,https://openalex.org/W2888466672,2018,0.82805,0.829043,0.000993,"Sustainable forest management is gaining ground, but forest loss continues at an alarming rate Forests are repositories for most of the world's biodiversity, covering Although the rate of decline has slowed, the loss of forests globally 4.1 billion hectares of land. They help reg","New Perspectives in Forest Science. &amp;lt;p&amp;gt;Sustainable forest management can increase the benefits of forest, in a way that conserves&amp;lt;br&amp;gt;and maintains forest ecosystems for the benefit of present and future generations. However,&amp;lt;br&amp;gt;many of th"
15,5,sdgi_04479_0,sdgi_IDN_VNR_2019,https://openalex.org/W4213452035,2022,0.82568,0.8269,0.00122,"222 4.2.11 Goal 15. Life on Land Achievement of Goals 15 is focused on the proportion of forest cover to the total land area. A. Trend Analysis a. Forest and Land Cover During the period of 2011-2017, Indonesia's forest and land cover area experienced decline. Nationally, the pro","Tropical Forest Landscape Restoration in Indonesia: A Review. Indonesia has the second-largest biodiversity of any country in the world. Deforestation and forest degradation have caused a range of environmental issues, including habitat degradation and loss of biodiversity, deter"
16,1,Villani_2018_For_a_Meaningful_Artificial_Intelligence_Towards_a_French_and_European_Strategy_0214,Villani_2018_For_a_Meaningful_Artificial_Intelligence_Towards_a_French_and_European_Strategy,https://openalex.org/W3011816385,2019,0.901862,0.900907,-0.000955,"Part 5 - What are the Ethics of AI? Artificial intelligence now affects every aspect of our social lives. Without always being aware of it, we interact on a daily basis with intelligent systems which optimize our journeys, create our favorite playlists and protect our inboxes fro","The intersection of ethics and AI. Artificial intelligence is a rapidly advancing field with the potential to revolutionize health care, transportation, and national security. Although the technology has been ubiquitous in every day society for a while, the advent of self-driving"
16,2,India_National_AI_Strategy_NITI_2018_0154,India_National_AI_Strategy_NITI_2018,https://openalex.org/W4410460750,2025,0.901035,0.900108,-0.000928,Discussion Paper National Strategy for Artificial Intelligence f. Invest and collaborate in privacy preserving AI research: New mathematical models for preserving privacy are being researched upon where risks of data exploitation and personal identification (from an anonymised da,Indian Privacy Laws and the Need for Reform in light of Artificial Intelligence. The rapid advancement of artificial intelligence (AI) has raised significant concerns regarding privacy and data protection in India. The country faces multiple challenges which are required to be ad
16,3,ASEAN_2023_ASEAN_Guide_on_AI_Governance_and_Ethics_0006,ASEAN_2023_ASEAN_Guide_on_AI_Governance_and_Ethics,https://openalex.org/W4389315014,2023,0.896021,0.895886,-0.000136,"However, there has not yet been an intergovernmental common standard for AI that defines the principles of AI governance and provides guidance for policymakers in the region to utilise AI systems in a responsible and ethical manner. In the process of drafting this Guide, existing","Ethics in AI Governance: Comparative Analysis, Implication, and Policy Recommendations for the Philippines. This study provides a comparative analysis of Artificial Intelligence (AI) ethical guidelines by looking at six different sources from the USA, European Union, India, Phili"
16,4,UN_AI_Advisory_Body_Final_Report_2024_0054,UN_AI_Advisory_Body_Final_Report_2024,https://openalex.org/W4400958028,2024,0.8954,0.900012,0.004612,"25 Moreover, autonomous weapons in armed conflict, 26 Risk management requires going beyond listing or crime or terrorism, and public-security use of prioritizing risks, however. Framing risks based on AI in particular, raise serious legal, security and vulnerabilities can shift ",ROBOTIC REVOLUTION: DOES ARTIFICIAL INTELLIGENCE TRIGGER INTERNATIONAL ARMED CONFLICT OR NON- INTERNATIONAL ARMED CONFLICT. The introduction of new forms of artificial intelligence (AI) military weaponry specifically autonomous weapon systems (AWS) can select and engage targets w
16,5,WHO_2021_Ethics_and_Governance_of_Artificial_Intelligence_for_Health_0062,WHO_2021_Ethics_and_Governance_of_Artificial_Intelligence_for_Health,https://openalex.org/W3213044763,2021,0.895107,0.894567,-0.00054,"• In 2019, the Council of Europe Commissioner for Human Rights issued recommendations to ensure that human rights are strengthened rather than undermined by AI: Unboxing artificial intelligence: 10 steps to protect human rights recommendations (84). • The European Commission appo","AI, Governance and Ethics. Artificial intelligence (AI) is a technology which is increasingly being utilised in society and the economy worldwide, but there is much disquiet over problematic and dangerous implementations of AI, or indeed even AI itself deciding to do dangerous an"
17,1,PARIS21_AI_for_SDGs_0003,PARIS21_AI_for_SDGs,https://openalex.org/W7115066501,2025,0.9016,0.900723,-0.000877,"Defined as a machine-based system that utilizes input to deduct outputs such as, predictions, content, recommendations and decisions (OECD, 2024), Artificial Intelligence (AI) has the potential to address these data gaps and needs related to the SDGs, while at the same time contr","Leveraging AI and Data Science for Sustainable Development. Artificial Intelligence (AI) and Data Science are rapidly reshaping global systems, offering innovative solutions for the world's most pressing challenges. Sustainable development encompassing economic growth, social inc"
17,2,UN_AI_Advisory_Body_Final_Report_2024_0148,UN_AI_Advisory_Body_Final_Report_2024,https://openalex.org/W4410791225,2025,0.895139,0.893973,-0.001166,"Figure 17: Proposed role of the United Nations in the international AI governance ecosystem INDICATIVE, NOT EXHAUSTIVE Common understanding Common ground Common benefits AI Council of GPAI OECD summits Europe National & National & Group of Group of regional regional 20 Seven Init","The establishment of an international AI agency: an applied solution to global AI governance. Abstract Achieving sustainable, inclusive, fair and binding international regulation in the field of artificial intelligence (AI) is one of the most critical questions of our time. Numer"
17,3,UN_AI_Advisory_Body_Final_Report_2024_0031,UN_AI_Advisory_Body_Final_Report_2024,https://openalex.org/W4410791225,2025,0.894419,0.892699,-0.00172,"Figure (c): Proposed role of the United Nations in the international AI governance ecosystem INDICATIVE, NOT EXHAUSTIVE Common understanding Common ground Common benefits AI Council of GPAI OECD summits Europe National & National & Group of Group of regional regional 20 Seven Ini","The establishment of an international AI agency: an applied solution to global AI governance. Abstract Achieving sustainable, inclusive, fair and binding international regulation in the field of artificial intelligence (AI) is one of the most critical questions of our time. Numer"
17,4,UN_AI_Advisory_Body_Final_Report_2024_0010,UN_AI_Advisory_Body_Final_Report_2024,https://openalex.org/W4410791225,2025,0.887057,0.88541,-0.001646,"There is a comprehensive approach to AI governance can need for timely, impartial and reliable scientific address the multifaceted and evolving challenges knowledge and information about AI so that and opportunities AI presents on a global scale, Member States can build a shared ","The establishment of an international AI agency: an applied solution to global AI governance. Abstract Achieving sustainable, inclusive, fair and binding international regulation in the field of artificial intelligence (AI) is one of the most critical questions of our time. Numer"
17,5,PARIS21_AI_for_SDGs_0001,PARIS21_AI_for_SDGs,https://openalex.org/W7115066501,2025,0.885948,0.884664,-0.001285,"The Potential of Artificial Intelligence for the SDGs and Official Statistics Abstract Artificial Intelligence (AI) and its impact on people's lives is growing rapidly. AI is already leading to significant developments from healthcare to education, which can contribute to the eff","Leveraging AI and Data Science for Sustainable Development. Artificial Intelligence (AI) and Data Science are rapidly reshaping global systems, offering innovative solutions for the world's most pressing challenges. Sustainable development encompassing economic growth, social inc"
