rank,doc_id,corpus_type,assigned_sdg,projection_score,title,text_preview,source_doc_or_year
69,https://openalex.org/W4286569765,research,7,-0.213255,Characterization of the Quality Factor in Spiral Coil Designs for High-Frequency Wireless Power Transfer Systems using Machine Learning,"Characterization of the Quality Factor in Spiral Coil Designs for High-Frequency Wireless Power Transfer Systems using Machine Learning. This paper presents a machine learning-based char-acterization of the quality (Q) factor in spiral coil designs for wireless power transfer systems operating at MHz frequencies. Due to skin and proximity effects, at such frequencies, it is challenging to estimate",2022
70,https://openalex.org/W4400943932,research,12,-0.213006,Inference of Constitutive Relation of Phase‐Separated Polymers by Integrating Physics‐Informed Neural Networks and Symbolic Regression,Inference of Constitutive Relation of Phase‐Separated Polymers by Integrating Physics‐Informed Neural Networks and Symbolic Regression. Abstract Harnessing data to discover the underlying constitutive relation of phase‐separated polymers can significantly advance the fabrication of high‐performance materials. This work introduces a novel data‐driven method to learn the constitutive equation of dif,2024
71,https://openalex.org/W3196925403,research,7,-0.212897,Study on Characteristics of the Vibration and Noise of High‐Power Scroll Compressor,"Study on Characteristics of the Vibration and Noise of High‐Power Scroll Compressor. With the rapid development of a high‐power scroll compressor (HSC), the dynamic performance of a scroll compressor has an important impact on the vibration and noise of the whole compressor. So, the dynamic characteristics and structural acoustic radiation characteristics of HSC under dynamic excitation are studie",2021
72,https://openalex.org/W4392303356,research,12,-0.212731,Hybrid modeling with finite element-analysis-neural network for predicting residual stress in orthogonal cutting of H13,Hybrid modeling with finite element-analysis-neural network for predicting residual stress in orthogonal cutting of H13. Residual stress is an important surface integrity index to evaluate the crack initiation and failure of die surface. The efficient prediction of cutting residual stress can guide the high-quality machining of die and improve its service life. The existing cutting residual stress,2024
73,https://openalex.org/W4384341102,research,7,-0.212568,Soft Sensor Modeling for 3D Transient Temperature Field of Large-Scale Aluminum Alloy Workpieces Based on Multi-Loss Consistency Optimization PINN,Soft Sensor Modeling for 3D Transient Temperature Field of Large-Scale Aluminum Alloy Workpieces Based on Multi-Loss Consistency Optimization PINN. Uniform temperature distribution during quenching thermal treatment is crucial for achieving exceptional mechanical and physical properties of alloy materials. Accurate and rapid prediction of the 3D transient temperature field model of large-scale alu,2023
74,https://openalex.org/W2963091230,research,3,-0.212492,Constrained Magnetic Resonance Spectroscopic Imaging by Learning Nonlinear Low-Dimensional Models,"Constrained Magnetic Resonance Spectroscopic Imaging by Learning Nonlinear Low-Dimensional Models. Magnetic resonance spectroscopic imaging (MRSI) is a powerful molecular imaging modality but has very limited speed, resolution, and SNR tradeoffs. Construction of a low-dimensional model to effectively reduce the dimensionality of the imaging problem has recently shown great promise in improving the",2019
75,https://openalex.org/W3186286236,research,10,-0.212425,Viscoelastic Properties of Inert Solid Rocket Propellants Exposed to a Shock Wave,"Viscoelastic Properties of Inert Solid Rocket Propellants Exposed to a Shock Wave. Abstract Inert solid rocket propellant samples were subjected to dynamic inflation experiments, to characterize the viscoelastic response at high strain rates. An oxyacetylene‐driven shock tube created the shock wave, which was used to dynamically pressurize the surface of the samples during the inflation experiment",2021
76,https://openalex.org/W3208896765,research,7,-0.212401,Machine Learning Enabled Optimization of Pick-up Process for Thin Die,"Machine Learning Enabled Optimization of Pick-up Process for Thin Die. Driven by the demand of artificial intelligent, high-performance computing, electric vehicle and smart city, semiconductor industry is building high performance and high integrated systems. To increase the energy efficiency of these complicated systems, particularly in power modules, reducing the power consumption is needed. Th",2021
77,https://openalex.org/W3006039723,research,16,-0.212313,Data-driven Approach for the Development of a Finite Element Model for Composite Thin-walled Beam,"Data-driven Approach for the Development of a Finite Element Model for Composite Thin-walled Beam. To analyze the behavior of the thin-walled beams using one-dimensional beam finite elements, considering complex cross-sectional deformations happening on the beam section is important.When it comes to composite thin-walled beams, the accurate definition of shape functions that describe local cross-s",2019
78,https://openalex.org/W4281289203,research,10,-0.211941,Effect of moisture on the nonlinear viscoelastic fracture behavior of polymer nanocompsites: a finite deformation phase-field model,"Effect of moisture on the nonlinear viscoelastic fracture behavior of polymer nanocompsites: a finite deformation phase-field model. Abstract The mechanisms underlying damage in high-performance polymer nanocomposites are remarkably affected by hygrothermal conditions. In this study, we develop a phase-field formulation to investigate the influence of hygrothermal conditions on the nonlinear visco",2022
79,https://openalex.org/W4403240731,research,9,-0.211735,Application of Machine Learning Methods to Analyze the Dependence of Vibration Acceleration Signals on the Tightening Forces of Bolted Connections,Application of Machine Learning Methods to Analyze the Dependence of Vibration Acceleration Signals on the Tightening Forces of Bolted Connections. The article is devoted to the application of machine learning methods for the analysis of vibration acceleration signals in bolted joints that occur under impact. The relevance of the work is due to the need to ensure the reliability and operability of,2024
80,https://openalex.org/W3126723217,research,7,-0.211534,Variational Mode Decomposition Based Time-Varying Force Identification of Stay Cables,"Variational Mode Decomposition Based Time-Varying Force Identification of Stay Cables. Stay cables are important structural members of cable-stayed bridges, which play a significant role in the health monitoring and assessment of cable-stayed bridges. The in-service cable force, which varies from the effects of vehicle load, wind load and other environmental factors, may cause fatigue damage in st",2021
81,https://openalex.org/W4308866284,research,4,-0.211531,Evaluation of Axial Preload in Different-Frequency Smart Bolts by Laser Ultrasound,Evaluation of Axial Preload in Different-Frequency Smart Bolts by Laser Ultrasound. We report here on a laser ultrasonic system to indirectly evaluate the preload force of different-frequency piezoelectric bolts. This newly developed system enables us to achieve the goal of non-contact excitation and synchronously collects the laser-induced ultrasonic signal by the combination of a smart piezoelec,2022
82,https://openalex.org/W4312006804,research,9,-0.211495,DIAGNOSIS METHODS FOR MECHANISMS AND MACHINES BASED ON EMPIRICAL MODE DECOMPOSITION OF A VIBROSIGNAL AND THE WILCOXON TEST,"DIAGNOSIS METHODS FOR MECHANISMS AND MACHINES BASED ON EMPIRICAL MODE DECOMPOSITION OF A VIBROSIGNAL AND THE WILCOXON TEST. Methods for diagnosing mechanisms and machines based on the analysis of vibration signals are considered. In particular, the comparison of various algorithms for analyzing vibration signals in the time and frequency domains was made, methods for selecting diagnostic features",2022
83,https://openalex.org/W4391581307,research,7,-0.211456,Data Analysis of Biomechanical Dynamic Modeling of a Prosthetic Running Blade,"Data Analysis of Biomechanical Dynamic Modeling of a Prosthetic Running Blade. This study presents a comprehensive data analysis of the biomechanical performance of prosthetic running blades, utilizing vast data obtained from finite element simulations to elucidate the dynamics of force and energy under operational conditions. The primary focus is on understanding the behavior of these prosthetics",2024
84,https://openalex.org/W4404758232,research,7,-0.211324,A Receiver Position Estimation Method Based on LSTM for Multi-Transmitter Single-Receiver Wireless Power Transfer Systems,A Receiver Position Estimation Method Based on LSTM for Multi-Transmitter Single-Receiver Wireless Power Transfer Systems. The multi-transmitter single-receiver wireless power transfer (MTSR-WPT) system has good tolerance for coil misalignment because the magnetic fields generated by multiple transmitters can be shaped to adapt to position changes in the receiver coil. In order to achieve magnetic,2024
85,https://openalex.org/W2904070787,research,14,-0.21113,Parameter Optimization Method for Identifying the Optimal Nonlinear Parameters of a Miniature Transducer with a Metal Membrane,"Parameter Optimization Method for Identifying the Optimal Nonlinear Parameters of a Miniature Transducer with a Metal Membrane. This study proposes a parameter optimization method for identifying the optimal nonlinear parameters of a miniature transducer with a metal membrane. Specifically, a nonlinear lumped parameter model (LPM) of a miniature transducer that accounts for predicted displacement",2018
86,https://openalex.org/W4391604966,research,7,-0.211042,Segmental Regularized Constrained Inversion of Transient Electromagnetism Based on the Improved Sparrow Search Algorithm,"Segmental Regularized Constrained Inversion of Transient Electromagnetism Based on the Improved Sparrow Search Algorithm. The initial inversion model is typically established in a transient electromagnetic nonlinear inversion, assuming the accurate capture of the number of layers in the geoelectric model; however, this assumption leads to significantly poorer inversion results for complex models w",2024
87,https://openalex.org/W4383047015,research,14,-0.211023,Scalable method for Bayesian experimental design without integrating over posterior distribution,"Scalable method for Bayesian experimental design without integrating over posterior distribution. We address the computational efficiency in solving the A-optimal Bayesian design of experiments problems for which the observational map is based on partial differential equations and, consequently, is computationally expensive to evaluate. A-optimality is a widely used and easy-to-interpret criterion",2023
88,https://openalex.org/W3161400311,research,16,-0.210907,Detection of Bolt Looseness Based on Average Autocorrelation Function,"Detection of Bolt Looseness Based on Average Autocorrelation Function. Bolted connections are widely used in multiple engineering fields including aerospace and mechanical engineering due to their numerous advantages like the ability to bear relatively heavy loads, low costs, easy installation, and implementation. Bolt looseness may lead to costly disasters in industries and some cases of injuries",2021
89,https://openalex.org/W2989773383,research,12,-0.210818,Roughness of oblique cutting of Sheet Metal Based on Dimensional Analysis,Roughness of oblique cutting of Sheet Metal Based on Dimensional Analysis. The quality of the oblique cutting of sheet metal is difficult to improve by controlling the correlation factors that are numerous and coupled and the highly nonlinear factors that affect the roughness of the oblique cutting. To determine the influence of relevant factors on and obtain the mathematical model of the roughnes,2019
90,https://openalex.org/W4294586355,research,7,-0.210635,A novel near field radiation shaping technique by using data driven surrogate based optimization for nondestructive hyperthermia,"A novel near field radiation shaping technique by using data driven surrogate based optimization for nondestructive hyperthermia. Abstract Herein, a novel and computationally efficient near field shaping technique for nondestructive hyperthermia applications is presented. The aim of nondestructive hyperthermia studies is to treat cancer cells in the body without damaging the healthy cells using th",2022
91,https://openalex.org/W2942250316,research,8,-0.210523,Online Monitoring Machining Errors of Thin-Walled Workpiece: A Knowledge Embedded Sparse Bayesian Regression Approach,Online Monitoring Machining Errors of Thin-Walled Workpiece: A Knowledge Embedded Sparse Bayesian Regression Approach. Deflection of the tool and workpiece caused by cutting forces usually leads to machining errors of thin-walled workpieces. Monitoring this kind of force-induced errors plays an extremely important role in controlling and compensating the deflection-related machining failures in re,2019
92,https://openalex.org/W4413216097,research,9,-0.210217,Compressor Blade Vibration Measurement Using Radio Frequency Amplitude and Frequency Modulation,"Compressor Blade Vibration Measurement Using Radio Frequency Amplitude and Frequency Modulation. Abstract Radio Frequency (RF) sensors are a novel, non-contact, low-power measurement technology that offers potential for engine health monitoring. A series of experiments were conducted in a single-stage compressor to study the RF sensor response to blade vibrations. Dual-polarized 18 GHz waveguide a",2025
93,https://openalex.org/W4400610135,research,12,-0.210185,Parametric analysis on explosion resistance of composite with finite element and artificial neural network,"Parametric analysis on explosion resistance of composite with finite element and artificial neural network. To analyze the factors influencing the explosion resistance of composite laminates subjected to explosive blasts in air, a finite element analysis (FEA) model was utilized. The out-of-plane displacement of composite laminates under far-field airborne explosions could be accurately simulated",2024
94,https://openalex.org/W4327597072,research,8,-0.210092,Experimental Study on Entropy Features in Machining Vibrations of A Thin-walled Tubular Workpiece,"Experimental Study on Entropy Features in Machining Vibrations of A Thin-walled Tubular Workpiece. In machining processes, chatter vibrations are always regarded as one of the major limitations for production quality and efficiency. Accurate and timely monitoring of chatter is helpful to maintain stable machining operations. At present, most chatter monitoring methods are based on the energy level",2023
95,https://openalex.org/W2556930732,research,1,-0.210011,Constrained sparse Galerkin regression,"Constrained sparse Galerkin regression. The sparse identification of nonlinear dynamics (SINDy) is a recently proposed data-driven modelling framework that uses sparse regression techniques to identify nonlinear low-order models. With the goal of low-order models of a fluid flow, we combine this approach with dimensionality reduction techniques (e.g. proper orthogonal decomposition) and extend it",2018
96,https://openalex.org/W2792251206,research,3,-0.209912,Model-based quantitative optical biopsy in multilayer in vitro soft tissue models for whole field assessment of nonmelanoma skin cancer,Model-based quantitative optical biopsy in multilayer in vitro soft tissue models for whole field assessment of nonmelanoma skin cancer. Optical techniques such as fluorescence and diffuse reflectance spectroscopy are proven to have the potential to provide tissue discrimination during the development of malignancies and hence treated as potential tools for noninvasive optical biopsy in clinical d,2018
97,https://openalex.org/W3028858030,research,14,-0.209879,Sparse representation of Brillouin spectrum using dictionary learning,Sparse representation of Brillouin spectrum using dictionary learning. Distributed optical fiber Brillouin sensors can monitor the temperature and strain along a fiber by estimating the Brillouin frequency shift (BFS) according to the measured Brillouin spectrum. The system performance is highly dependent on the algorithm of BFS extraction. The well-established Lorentz curve fitting (LCF) method i,2020
98,https://openalex.org/W4404773654,research,13,-0.209873,On the role of eddy viscosity in resolvent analysis of turbulent jets,"On the role of eddy viscosity in resolvent analysis of turbulent jets. This study presents an approach to investigate the role of eddy viscosity in linearized mean-field analysis of broadband turbulent flows. The procedure is based on spectral proper orthogonal decomposition (SPOD), resolvent analysis and the energy budget of coherent structures and is demonstrated using the example of a turbulent",2024
99,https://openalex.org/W2945427322,research,16,-0.209871,Flight Test System Identification,"Flight Test System Identification. With the demand for more advanced fighter aircraft, relying on unstable flight mechanical characteristics to gain flight performance, more focus has been put on model-based system engineering to help with the design work. The flight control system design is one important part that relies on this modeling. Therefore, it has become more important to develop flight",2019
100,https://openalex.org/W4386893260,research,4,-0.209659,Finite Element Analysis of Cold-Formed Steel Stud Wall Subjected to Blast Loading and Validation Using Artificial Neural Network and Response Surface Methodology,Finite Element Analysis of Cold-Formed Steel Stud Wall Subjected to Blast Loading and Validation Using Artificial Neural Network and Response Surface Methodology. This paper focused on the finite element analysis of structural system in extreme loading condition. Two different stud shape and thicknesses were analyzed under blast. The stud thickness such as 1.19 mm and 1.5 mm were modelled and anal,2023
