sdg,rank_within_sdg,policy_item_id,policy_source_doc,research_item_id,research_publication_year,raw_cosine,adjusted_cosine,delta_cosine,policy_text_snippet,research_text_snippet
11,4,sdgi_02361_0,sdgi_GRC_VLR_skiathos_2020,https://openalex.org/W4283833863,2022,0.763624,0.7716,0.007975,"page / 33 5.1.1 / Skiathos collaborates with UNWTO on tourism recovery post-covid 19 After the dramatic reduction of tourist arrivals due to the COVID-19 pandemic, tourism destinations such as Skiathos will be willing to start welcoming visitors again as soon as the situation imp","Lessons from COVID-19 for the future: destination crisis management, tourist behaviour and tourism industry trends. Purpose This research aims at arriving at a broad scope of the lessons learnt after two years of the coronavirus disease 2019 (COVID-19) pandemic outbreak by analys"
11,5,sdgi_03449_6,sdgi_VNM_VNR_2023,https://openalex.org/W4409761230,2025,0.760071,0.767532,0.007461,"Target 11.2:By 2030, ensure access to safe, afordable, accessible, and sustainable transport systems for all, improving road safe, notably by expanding, public transport, with special attention the needs of women, children, persons with disabilities and older persons (Global targ","A Review on Disability-Inclusive Public Transportation: Current Barriers and Prospects. People with disabilities face significant barriers in using public transport, limiting their access to healthcare, employment, education, and daily life activities. A comprehensive review of e"
12,1,UN_SDG_Progress_Report_2021_0145,UN_SDG_Progress_Report_2021,https://openalex.org/W4391435311,2024,0.813885,0.81206,-0.001825,"Electronic waste continues to proliferate and is not being disposed of in a responsible way In 2019, the world generated 53.6 million metric tons of electronic E-waste generated and recycled, 2010-2019, projected e-waste generated and and electrical equipment waste (e-waste), an ","Challenges in E‐Waste Management. Almost every element of contemporary life has been impacted by information and communications technology (ICT). In this regard, even the most isolated regions of developing countries are seeing a positive impact on human life. The capacity of ele"
12,2,sdgi_03549_4,sdgi_BIH_VNR_2023,https://openalex.org/W4388982597,2023,0.804326,0.794688,-0.009638,"E!icient use of resources in industry, waste management and the transition to a circular economy are included in entity strategic documents until 2027 (the Industrial Development Strategy of the RS 2021- 2027 and the FBiH Development Strategy 2021-2027), the Sustainable Energy an","Challenges for The Circular Economy in Manufacturing. The introduction of the circular economy (CE) in production, minimizing waste, maximizing resource use, reducing environmental impact, conservation, and safety for society. The main objective is to choose appropriate methods t"
12,3,sdgi_04180_15,sdgi_GRC_VNR_2022,https://openalex.org/W3074277506,2020,0.803411,0.80715,0.003739,"Regarding non-recyclable waste, 670 Kg of marine litter were collected in total, corre￾sponding to 118,851 pieces, the majority of which consist of cigarette butts (44,680 piec￾es), plastic fragments of size less than 2.5 cm (48,820 pieces) and plastic straws (14,766 pieces). The","EVALUATION OF WASTE MANAGEMENT FACILITIES THROUGH LAND-BASED MARINE LITTER DATA: CASE STUDY OF KENJERAN BEACH, SURABAYA. Marine litter surveys can be used to evaluate the effectiveness of policies to prevent litter pollution. This study aims to use land-based marine litter distri"
12,4,UN_SDG_Progress_Report_2022_0141,UN_SDG_Progress_Report_2022,https://openalex.org/W4391435311,2024,0.78383,0.78216,-0.001669,"The vast majority of the world's electronic waste is not being safely managed When electrical and electronic equipment is discarded, it becomes selectively dismantled or extracted by open burning and acid baths, part of a fast-growing waste stream that contains both valuable and ","Challenges in E‐Waste Management. Almost every element of contemporary life has been impacted by information and communications technology (ICT). In this regard, even the most isolated regions of developing countries are seeing a positive impact on human life. The capacity of ele"
12,5,UN_SDG_Progress_Report_2018_0066,UN_SDG_Progress_Report_2018,https://openalex.org/W2898847429,2018,0.781727,0.785503,0.003776,"Ninety per cent of urban dwellers worldwide are Annual exposure to ambient fine particulate matter (PM2.5) in urban areas, population weighted (micrograms per cubic metre) breathing unsafe air, resulting in millions of deaths Air pollution threatens the health of most city dwelle","Ambient PM2.5 Human Health Effects-Findings in China and Research Directions. Exposure to fine particulate matter (PM) results in adverse health outcomes. Although this is a global concern, residents of China may be particularly vulnerable due to frequent severe air pollution epi"
13,1,sdgi_03901_0,sdgi_GHA_VNR_2022,https://openalex.org/W4412776591,2025,0.818731,0.824142,0.005411,GHANA 2022 VNR 99 SUSTAINABLE DEVELOPMENT GOALS GOAL 13 TAKE URGENT ACTION TO COMBAT CLIMATE CHANGE AND ITS IMPACTS Indicator 13.1.2: Number of countries that adopt national disaster risk reduction strategies in line with Sendai Framework Disaster Risk Reduction 2015-2030 Climate,"Assessing the Integration of the Sendai Framework, Sustainable Development Goals, and the Paris Agreement in Advancing Disaster Risk Reduction and Sustainable Development: Insights from an African Perspective. Disaster risk, climate change, and unsustainable development are growi"
13,2,ungdc_003377,ungdc_CZE_75_2020,https://openalex.org/W4312441916,2022,0.813914,0.8104,-0.003514,"But as we are in the global arena, let me revert to more universal issues. The pandemic has accelerated three major global trends that undermine effective multilateralism: 1) global geopolitical confrontation, 2) increasing political and economic fragmentation, 3) a clash between","Crises, Integration and the EU as an External Actor. This chapter addresses the ways in which the EU has dealt with two recent crises: the 'Euro crisis' and, more recently, the economic and fiscal challenges related to the COVID-19 pandemic. It discusses the ways in which the EU "
13,3,UN_AI_Strategy_Resource_Guide_0193,UN_AI_Strategy_Resource_Guide,https://openalex.org/W4399806789,2024,0.805346,0.80282,-0.002526,"Sustainability To the extent that is referenced, sustainability The global calls for development and deployment of AI to landscape of AI consider protecting the environment, ethics guidelines, improving the planet's ecosystem and","Framing the (un)sustainability of AI. Increasingly, the European Commission, businesses, and academics perceive the use of digital technologies as fundamental to reaching sustainability goals. In particular, artificial intelligence (AI) is recognized as crucial for enhancing our "
13,4,UN_SDG_Progress_Report_2020_0146,UN_SDG_Progress_Report_2020,https://openalex.org/W4412776591,2025,0.789469,0.795202,0.005733,and addressing gaps Implementation strategies 0 Prioritizing climate change into national planning Stocktaking Designing coherent implementation Developing road maps strategies including synergy Completing road maps Preparatory Communicating NAPs elements Analysing climate scenar,"Assessing the Integration of the Sendai Framework, Sustainable Development Goals, and the Paris Agreement in Advancing Disaster Risk Reduction and Sustainable Development: Insights from an African Perspective. Disaster risk, climate change, and unsustainable development are growi"
13,5,sdgi_04526_7,sdgi_MOZ_VNR_2020,https://openalex.org/W4412776591,2025,0.787062,0.791392,0.00433,"It was also based on the need to improve mechanisms for greater involvement of different players implementing adaptation and resilience-building actions. There is a need to improve coordination and communication, at horizontal and vertical level, with the involvement of Mozambica","Assessing the Integration of the Sendai Framework, Sustainable Development Goals, and the Paris Agreement in Advancing Disaster Risk Reduction and Sustainable Development: Insights from an African Perspective. Disaster risk, climate change, and unsustainable development are growi"
14,1,sdgi_04101_1,sdgi_BGD_VNR_2020,https://openalex.org/W4323027809,2022,0.863112,0.861369,-0.001743,Enhancing conservation and the sustainable use of ocean-based resources through international law will also help mitigate some of the challenges facing our oceans. As billions of people depend on oceans for their livelihood and food source 127 and on the transboundary nature of o,"Current status and chronological development of fisheries and aquaculture in Bangladesh. While many parts of the world face water scarcity, Bangladesh is fortunate to have an abundance of the resource. The economic health of the country depends heavily on the fishing industry. Bo"
14,2,sdgi_04100_1,sdgi_BGD_VNR_2017,https://openalex.org/W4323027809,2022,0.774111,0.768775,-0.005336,"Almost all of Bangladesh's marine fishing is carried out in shallow and shelf waters, beyond which no fishing is being currently done due to lack of appropriate vessel, fishing technologies and human capacity. 3.6.2. Fisheries resources The fisheries resources play a significant ","Current status and chronological development of fisheries and aquaculture in Bangladesh. While many parts of the world face water scarcity, Bangladesh is fortunate to have an abundance of the resource. The economic health of the country depends heavily on the fishing industry. Bo"
14,3,UN_SDG_Progress_Report_2023_0140,UN_SDG_Progress_Report_2023,https://openalex.org/W2954215220,2019,0.77071,0.768821,-0.001889,"Expanding global ocean acidification monitoring is crucial to confront an unabating crisis As greenhouse gas emissions soar, the oceans are silently absorbing The number of stations reporting ocean acidification data worldwide has a quarter of annual carbon dioxide emissions. Whi",Building the Knowledge-to-Action Pipeline in North America: Connecting Ocean Acidification Research and Actionable Decision Support. Ocean acidification (OA) describes the progressive decrease in the pH of seawater and other cascading chemical changes resulting from oceanic uptak
14,4,sdgi_04294_11,sdgi_VCT_VNR_2020,https://openalex.org/W4385773941,2023,0.762679,0.756554,-0.006125,"By 2030, increase the economic benefits to small island developing States and least developed countries from the sustainable use of marine resources, including through sustainable management of fisheries, aquaculture and tourism. Strategies and Actions Needed to Achieve Goal 14 W","Policies for potentially inundated island nations for the retention of marine resources and rights of associated under-water features and exclusive economic zones. Sea level rise is one of the primary drivers of global ecosystem change, with significant and far-reaching consequen"
14,5,sdgi_04194_18,sdgi_ISR_VNR_2019,https://openalex.org/W4405473513,2024,0.762653,0.762727,7.4e-05,The document includes guidelines on conservation as well as recommendations on the expansion of nature reserves and protected areas in the Gulf. Marine spatial planning An integrated marine spatial planning policy for the Mediterranean Sea is under preparation in a multi-stakehol,"Environmental Governance of the Sea. Abstract This chapter refers to the sea in general and the essential ecosystems it provides. The concept ""integration"" is introduced, as well as a reference to the innovative sea governance tools and processes, such as marine protected areas a"
15,1,sdgi_04362_0,sdgi_NOR_VLR_oslo_2023,https://openalex.org/W3129135652,2020,0.78368,0.781995,-0.001685,"44 • Sustainability Report (VLR) ▪ City of Oslo ▪ SDG15: Life on Land Sustainable Development Goal 15 is to protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, halt and reverse land degradation, and halt biod",Green infrastructure : a nature and health perspective for the municipality of Oslo. Oslo is a green city by both meanings of the word. The focus on sustainability and climate friendly politics are key components in the municipality's plans and programs as well as Oslo being gree
15,2,sdgi_05487_3,sdgi_DEU_VLR_stuttgart_2021,https://openalex.org/W3015505278,2018,0.774468,0.774292,-0.000176,"The biomass produced this way, in particular in the form of wood, ensures the availability of renewable energy as a regenerative raw material. • In the case of low and less dense vegetation, green spaces support the ventilation of residential areas. By doing so, they not only red",Assessing the Cooling Effects of Urban Vegetation on Urban Heat Mitigation in Selected U.S. Cities. Urban Heat Island (UHI) is a growing problem worldwide. Mitigation of UHI is necessary for cities to adapt to climate change and enhance sustainable development at a city scale. Co
15,3,sdgi_04391_8,sdgi_BGD_VNR_2020,https://openalex.org/W3194451740,2021,0.759704,0.758312,-0.001392,"Biodiversity considerations have been integrated into related plans, programmes, and policies of Bangladesh with a view to mainstreaming it. Bangladesh Biodiversity Act of 2017 has been enacted. Valuation of goods and services provided by the ecosystem and biodiversity will be ac",Forest Governance Transitions in Bangladesh. Forests are becoming an ever-important centre of focus in the backdrop of climate change mitigation through carbon sequestration. Reducing emissions from deforestation and forest degradation (REDD+) in developing countries has become a
15,4,sdgi_04478_2,sdgi_HUN_VNR_2018,https://openalex.org/W4403576033,2024,0.730326,0.73126,0.000934,"An additional important element of the Strategy is the adaptation of forests and forest management to climate change. A wide range of adaptation measures has been outlined, including close to nature forest management, assisted migration, the favouring of drought-tolerant species,","Evaluation of the Performance of Climatic Scenarios in the Basal Area Model of Trees (Case Study: the Farim Forest). Background: Currently, forests are not only considered an economic pole but also a support for the survival of other sectors.For this reason, decision-making, as t"
15,5,sdgi_04408_3,sdgi_CAN_VNR_2023,https://openalex.org/W3201454056,2022,0.72473,0.735173,0.010444,"These investments have put Canada on the path toward advancing SDG 15 by enabling progress related to: • conserving 25% of our lands, working toward 30% by 2030 including by establishing 10 new national parks and 10 new national marine conservation areas in the next 5 years; • pr","Indigenous-driven conservation: exploring the planning of Qikiqtait protected area in Sanikiluaq, Nunavut. Biodiversity loss is increasing worldwide due to anthropogenic pressures. Protected areas are viewed as a primary tool to prevent biodiversity loss. However, protected areas"
16,1,UN_AI_Strategy_Resource_Guide_0135,UN_AI_Strategy_Resource_Guide,https://openalex.org/W4411071884,2025,0.812212,0.811695,-0.000517,Access Now: Privacy and Freedom of Expression in the Age of Artificial Intelligence (Privacy International & Article 19) This paper focuses AI's impact on the right to privacy and the right to freedom of expression and information. It examines the ways in which AI impacts these t,"Legislative Frameworks for the Ethical Deployment of Artificial Intelligence: Safeguarding Human Rights in the Age of Technology. Artificial intelligence (AI) is progressing rapidly from a technical perspective, and its potential human rights violations have led to an urgent need"
16,2,UN_AI_Strategy_Resource_Guide_0122,UN_AI_Strategy_Resource_Guide,https://openalex.org/W4411400635,2025,0.809789,0.804884,-0.004905,"with the Director of the Office of Science and Technology Policy, the Director of the Domestic Policy Council, and the Director of the National Economic Council, to issue a memorandum that provides guidance to all Federal agencies to inform the development of regulatory and non-r",Las inteligencias artificiales y sus regulaciones internacionales: análisis de las Resoluciones de la Asamblea General de la ONU en 2024. Artificial intelligences (AI) are generating deep changes in our societies. Its regulation has become one of the most relevant issues of polit
16,3,EU_AI_Ethics_Guidelines_HLEG_0028,EU_AI_Ethics_Guidelines_HLEG,https://openalex.org/W7133483450,2025,0.805017,0.800951,-0.004065,"When the term ""citizens' rights"" is used here, this is not to deny or neglect the rights of third-country nationals and irregular (or illegal) persons in the EU who also have rights under international law, and - therefore - in the area of AI systems. 2.2 Ethical Principles in th","Implikasi Artificial Intelligence terhadap Hak Asasi Manusia serta Kerangka Penanaman Prinsip-Prinsip HAM dalam Siklus Hidup AI Berdasarkan Hukum Internasional. Artificial Intelligence (AI) represents a transformative leap in science and technology that redefines how humans work,"
16,4,UN_AI_Advisory_Body_Final_Report_2024_0007,UN_AI_Advisory_Body_Final_Report_2024,https://openalex.org/W4379378063,2023,0.800158,0.797275,-0.002884,"and other domains. Such an approach can turn a xv Equity demands that more voices play meaningful patchwork of evolving initiatives into a coherent, roles in decisions about how to govern technology interoperable whole, grounded in international law that affects us. The concentra","The International Governance of Artificial Intelligence. This timely book investigates emerging efforts to govern artificial intelligence (AI) at an international level. It aptly emphasizes the complex interactions involved when creating international laws, exploring potential an"
16,5,UNESCO_Ethics_of_AI_2021_0000,UNESCO_Ethics_of_AI_2021,https://openalex.org/W7133483450,2025,0.796113,0.791661,-0.004452,"UNESCO's Input in reply to the OHCHR report on the Human Rights Council Resolution 47/23 entitled ""New and emerging digital technologies and human rights"" UNESCO Recommendation on the Ethics of Artificial Intelligence 1. On 23 November 2021, UNESCO's 193 Member States adopted the","Implikasi Artificial Intelligence terhadap Hak Asasi Manusia serta Kerangka Penanaman Prinsip-Prinsip HAM dalam Siklus Hidup AI Berdasarkan Hukum Internasional. Artificial Intelligence (AI) represents a transformative leap in science and technology that redefines how humans work,"
17,1,ungdc_003351,ungdc_CHN_75_2020,https://openalex.org/W3101208093,2020,0.815115,0.813083,-0.002032,"Facing the virus, we should show concern for and accommodate the need of developing countries, especially African countries. The international community needs to take timely and robust measures in such fields as debt relief and international assistance, ensure the implementation ",A collaborative effort of China in combating COVID-19. A novel coronavirus (COVID-19) was firstly identified in Wuhan by the end of 2019. China has implemented a series of preventive measures to deter COVID-19 spread and its consequences since the beginning of the epidemic. In Ch
17,2,African_Union_Continental_AI_Strategy_2024_0053,African_Union_Continental_AI_Strategy_2024,https://openalex.org/W4387183644,2023,0.799749,0.796374,-0.003375,"• Establish a regional independent AI Ethics Board, which reviews applications from AI research groups seeking to develop novel, large-scale AI systems with the potential to impact African societies significantly. • Support Member States in integrating AI in National Development ","Responsible artificial intelligence in Africa: Towards policy learning. Several African countries are developing artificial intelligence (AI) strategies and ethics frameworks with the goal of accelerating responsible AI development and adoption. However, many of these governance "
17,3,African_Union_Continental_AI_Strategy_2024_0048,African_Union_Continental_AI_Strategy_2024,https://openalex.org/W4387183644,2023,0.791478,0.788336,-0.003142,"2.4.1 AI Governance and Regulation Effective governance is a key mechanism for ensuring that the use and development of AI are inclusive of diverse populations, serve African agendas, and do not harm African people, societies or environments. Developing robust governance regimes ","Responsible artificial intelligence in Africa: Towards policy learning. Several African countries are developing artificial intelligence (AI) strategies and ethics frameworks with the goal of accelerating responsible AI development and adoption. However, many of these governance "
17,4,sdgi_05464_0,sdgi_DEU_VLR_hanover_2020,https://openalex.org/W4412423735,2025,0.790084,0.787883,-0.0022,"STRATEGIC GOAL 20 Establish sustainability as broadly as possible, strengthen participation at all levels GLOBAL CONTEXT The 196 countries signing the United Nations’ “2030 Agenda for Sustainable Development” [218] have pledged to implement the 17 Sustainable Development Goals (S",Essential concepts for implementing the Sustainable Development Goals. This introductory chapter contextualizes the A-Z Guide 'Essential Concepts for Implementing the Sustainable Development Goals' into existing research and political developments concerning the 17 Sustainable De
17,5,African_Union_Continental_AI_Strategy_2024_0031,African_Union_Continental_AI_Strategy_2024,https://openalex.org/W4387183644,2023,0.781553,0.778087,-0.003466,"(i) strengthen multistakeholder-driven policy initiatives for AI governance at the national level; (ii) foster legal and regulatory frameworks for AI governance (iii) enhance capacities among public administrations, judiciary and parliamentarians for AI governance and use, and (i","Responsible artificial intelligence in Africa: Towards policy learning. Several African countries are developing artificial intelligence (AI) strategies and ethics frameworks with the goal of accelerating responsible AI development and adoption. However, many of these governance "
