rank,doc_id,corpus_type,assigned_sdg,projection_score,title,text_preview,source_doc_or_year
70,https://openalex.org/W4376606316,research,13,-0.216812,Methodology Development of a Free-Flight Parameter Estimation Technique Using Physics-Informed Neural Networks,"Methodology Development of a Free-Flight Parameter Estimation Technique Using Physics-Informed Neural Networks. Unstable free-flight rigid body motion, consisting of 3D translational motion and large angular rates about all axes and orientations outside of typical flight envelopes, is a complex dynamical system with significant challenges in modeling and simulation. Current methods in predicting t",2023
71,https://openalex.org/W3130755177,research,12,-0.216697,On the Application of the Particle Swarm Optimization to the Inverse Determination of Material Model Parameters for Cutting Simulations,"On the Application of the Particle Swarm Optimization to the Inverse Determination of Material Model Parameters for Cutting Simulations. The manufacturing industry is confronted with increasing demands for digitalization. To realize a digital twin of the cutting process, an increase of the model reliability of the virtual representation becomes necessary. Thereby, different models are required to",2021
72,https://openalex.org/W4391848578,research,7,-0.216469,Error approximation and bias correction in dynamic problems using a recurrent neural network/finite element hybrid model,"Error approximation and bias correction in dynamic problems using a recurrent neural network/finite element hybrid model. This work proposes a hybrid modeling framework based on recurrent neural networks (RNNs) and the finite element (FE) method to approximate model discrepancies in time-dependent, multi-fidelity problems, and use the trained hybrid models to perform bias correction of the low-fid",2024
73,https://openalex.org/W4412485613,research,4,-0.216394,Digital-Twin of a Quadrotor Biplane Tailsitter UAV,Digital-Twin of a Quadrotor Biplane Tailsitter UAV. This paper presents the development and validation of a Digital Twin of a Quadrotor Biplane Tailsitter (QBiT) UAV to accurately capture the vehicle dynamics across multiple flight regimes. The Digital Twin integrates a baseline physics-based model with a neural network trained to predict the residual dynamics not captured by the physics model. Th,2025
74,https://openalex.org/W4401658734,research,3,-0.216156,Characterization of Microscopic Structures in Living Tumor by In Vivo Measurement of Magnetic Relaxation Time Distribution of Intratumor Magnetic Nanoparticles,"Characterization of Microscopic Structures in Living Tumor by In Vivo Measurement of Magnetic Relaxation Time Distribution of Intratumor Magnetic Nanoparticles. Tumor microscopic structure is crucial for determining properties such as cancer type, disease state (key for early diagnosis), and novel therapeutic strategies. Magnetic particle imaging is an early cancer diagnostic tool using magnetic n",2024
75,https://openalex.org/W4410481586,research,14,-0.216063,"Compressed Sensing of Vibration Signal for Fault Diagnosis of Bearings, Gears, and Propellers Under Speed Variation Conditions","Compressed Sensing of Vibration Signal for Fault Diagnosis of Bearings, Gears, and Propellers Under Speed Variation Conditions. In the fields of fault diagnosis and structural health monitoring using sound and vibration, there is increasing interest in data compression techniques based on Compressed Sensing (CS). However, conventional CS approaches that use standard bases such as Fourier or wavele",2025
76,https://openalex.org/W4400114766,research,13,-0.216,Gaussian Mixture Model-Based Temperature Modelling for Data-Driven Laser Absorption Spectroscopy Tomography,"Gaussian Mixture Model-Based Temperature Modelling for Data-Driven Laser Absorption Spectroscopy Tomography. Laser Absorption Spectroscopy Tomography (LAST) is a non-intrusive and robust technique to image two-dimensional temperature distributions for turbulence diagnosis. Given an effective dataset, the deep learning technique has the potential to offer the temperature reconstruction with good fi",2024
77,https://openalex.org/W2556930732,research,1,-0.21586,Constrained sparse Galerkin regression,"Constrained sparse Galerkin regression. The sparse identification of nonlinear dynamics (SINDy) is a recently proposed data-driven modelling framework that uses sparse regression techniques to identify nonlinear low-order models. With the goal of low-order models of a fluid flow, we combine this approach with dimensionality reduction techniques (e.g. proper orthogonal decomposition) and extend it",2018
78,https://openalex.org/W4405480255,research,16,-0.215638,'There is a Great Difference between Christianity and Religion at the South': References to Religion in Harriet Jacobs's Slave Narrative Incidents in the Life of a Slave Girl (1861),"'There is a Great Difference between Christianity and Religion at the South': References to Religion in Harriet Jacobs's Slave Narrative Incidents in the Life of a Slave Girl (1861). 'There is a Great Difference between Christianity and Religion at the South': References to Religion in Harriet Jacobs's Slave Narrative Incidents in the Life of a Slave Girl (1861) was published in Control, Coercion,",2024
79,https://openalex.org/W4386687522,research,7,-0.215509,Methodology for Solving Engineering Problems of Burgers-Huxley Coupled with Symmetric Boundary Conditions by Means of the Network Simulation Method,"Methodology for Solving Engineering Problems of Burgers-Huxley Coupled with Symmetric Boundary Conditions by Means of the Network Simulation Method. The Burgers-Huxley equation is a partial differential equation which is based on the Burgers equation, involving diffusion, accumulation, drag, and species generation or sink phenomena. This equation is commonly used in fluid mechanics, air pollutant",2023
80,https://openalex.org/W4399068570,research,12,-0.21537,Dynamic simulation-assisted Gaussian mixture alignment approach for fault diagnosis of rotation machinery under small samples,"Dynamic simulation-assisted Gaussian mixture alignment approach for fault diagnosis of rotation machinery under small samples. Abstract Obtaining a substantial number of actual samples for rotating machinery in an industrial setting can be challenging, particularly when faulty samples are acquired under hazardous working conditions. The issue of insufficient samples hinders the effective training",2024
81,https://openalex.org/W4412127852,research,7,-0.215254,Comparison of Selected Machine Learning Tools for Identification of Jet Engine Dynamics,"Comparison of Selected Machine Learning Tools for Identification of Jet Engine Dynamics. This paper addresses an application of machine learning to identify dynamical model of a gas turbine engine. Fundamental aspects of component modeling and calculation of both the steady state and the transient operation are briefly described. Subsequently, models of spool speed dynamics were identified via the",2025
82,https://openalex.org/W3039407504,research,6,-0.215251,The Roles of Space and Stochasticity in Computational Simulations of Cellular Biochemistry: Quantitative Analysis and Qualitative Insights,The Roles of Space and Stochasticity in Computational Simulations of Cellular Biochemistry: Quantitative Analysis and Qualitative Insights. ABSTRACT Most of the fascinating phenomena studied in cell biology emerge from interactions among highly organized multi-molecular structures and rapidly propagating molecular signals embedded into complex and frequently dynamic cellular morphologies. For the,2020
83,https://openalex.org/W4392767330,research,7,-0.215246,Buckling Defect Optimization of Constrained Ring Rolling of Thin-Walled Conical Rings with Inner High Ribs Combining Response Surface Method with FEM,"Buckling Defect Optimization of Constrained Ring Rolling of Thin-Walled Conical Rings with Inner High Ribs Combining Response Surface Method with FEM. Buckling defect will appear on the outer surface of the deformed ring during constrained ring rolling (CRR) of aluminum alloy thin wall conical ring with inner high ribs (AATWCRIHR), if the geometrical dimension of the ribs doesn&amp;#039;t match th",2024
84,https://openalex.org/W4393098286,research,13,-0.215176,Ensemble variational method with adaptive covariance inflation for learning neural network-based turbulence models,Ensemble variational method with adaptive covariance inflation for learning neural network-based turbulence models. This work introduces an ensemble variational method with adaptive covariance inflation for learning nonlinear eddy viscosity turbulence models where the Reynolds stress anisotropy is represented with tensor-basis neural networks. The ensemble-based method has emerged as an important,2024
85,https://openalex.org/W7124899810,research,7,-0.215082,Multi-case prediction and uncertainty quantification of bolt preload based on ARD-Gaussian process regression,"Multi-case prediction and uncertainty quantification of bolt preload based on ARD-Gaussian process regression. Traditional bolt preload monitoring methods (e.g., the torque method) have an error of more than 10% due to friction coefficient fluctuations and material nonlinearities, and existing data-driven models (e.g., neural networks) can hardly quantify the uncertainty. Although Gaussian process",2025
86,https://openalex.org/W4224587830,research,13,-0.215004,[Retracted] Forecasting Method of Stock Market Volatility Based on Multidimensional Data Fusion,"[Retracted] Forecasting Method of Stock Market Volatility Based on Multidimensional Data Fusion. The volatility of the stock market is related to the vital interests of stockholders and is essential for maintaining a stable financial environment. Through the analysis of data changes, excellent professional traders can extract information about the direction of stock changes, whether it is worth in",2022
87,https://openalex.org/W4404351432,research,7,-0.214995,Can GANs Learn the Stylized Facts of Financial Time Series?,"Can GANs Learn the Stylized Facts of Financial Time Series?. In the financial sector, a sophisticated financial time series simulator is essential for evaluating financial products and investment strategies. Traditional back-testing methods have mainly relied on historical data-driven approaches or mathematical model-driven approaches, such as various stochastic processes. However, in the current",2024
88,https://openalex.org/W4412049470,research,16,-0.214752,From Classical Hollywood to Postmodern Cinema: Historical Evolution of Emotionally Enclosed Narratives and Psychological Spatiotemporal Reconstruction Mechanisms,From Classical Hollywood to Postmodern Cinema: Historical Evolution of Emotionally Enclosed Narratives and Psychological Spatiotemporal Reconstruction Mechanisms. Background: The development of cinematic narrative from the emotionally resolved models of classical Hollywood to postmodernism's fragmented narratives constitutes a fundamental aesthetic paradigm shift and a corresponding shift in the c,2025
89,https://openalex.org/W4243439752,research,14,-0.214732,MATHEMATICAL MODEL OF THE AIRCRAFT AERODYNAMICS IN A VORTEX WAKE,MATHEMATICAL MODEL OF THE AIRCRAFT AERODYNAMICS IN A VORTEX WAKE. The process of the generation and evolution of the vortex wake behind an aircraft in turbulent atmosphere is considered. An artificial neural networks-based approach to the development of a mathematical model of the aerodynamics of an aircraft during in-flight refueling is proposed. The accuracy and speed of the developed software m,2018
90,https://openalex.org/W4391812082,research,13,-0.214652,Swirling flow field reconstruction based on experimental observations using physics-informed neural network,"Swirling flow field reconstruction based on experimental observations using physics-informed neural network. The design of thermal protection modules (such as film cooling) for combustion chambers requires a high-fidelity swirling flow field. Although numerical methods provide insights into three-dimensional mechanisms of swirling flow, their predictions of key features such as recirculation zones",2023
91,https://openalex.org/W4412164464,research,7,-0.214635,A Study of Reducing Analysis Time on Minimizing Detent Torque in Linear Motors Using Surrogate Model,"A Study of Reducing Analysis Time on Minimizing Detent Torque in Linear Motors Using Surrogate Model. The detent torque of a linear motor is an irregular torque fluctuation caused by the interaction between the magnets and the core, which can degrade the performance and efficiency of the system. This study presents a method that utilizes a neural network-based surrogate model to minimize the deten",2025
92,https://openalex.org/W4393956816,research,7,-0.214599,A study of portfolios based on dynamic time-regularization,"A study of portfolios based on dynamic time-regularization. This study aims to explore the portfolio management approach based on the Dynamic Time Warping (DTW) algorithm, which integrates two different technical approaches, the K-Nearest Neighbors (KNN) algorithm and Bidirectional Long Short-Term Memory Neural Networks (BILSTM). We propose two distinct portfolio optimization models based on DTW s",2023
93,https://openalex.org/W4387838420,research,6,-0.214568,Nonparametric Prior Learning in Differential Equation Modeling,"Nonparametric Prior Learning in Differential Equation Modeling. This paper addresses Bayesian inference related to partial differential equations (PDEs), particularly nonparametric regression constrained by PDEs. To effectively encode prior information, we propose a novel framework that learns a prediction function of the prior distribution from historical training datasets. We introduce hyper-pri",2023
94,https://openalex.org/W3039900661,research,7,-0.214328,A surrogate model for computational homogenization of elastostatics at finite strain using high‐dimensional model representation‐based neural network,A surrogate model for computational homogenization of elastostatics at finite strain using high‐dimensional model representation‐based neural network. Summary We propose a surrogate model for two‐scale computational homogenization of elastostatics at finite strains. The macroscopic constitutive law is made numerically available via an explicit formulation of the associated macroenergy density. Thi,2020
95,https://openalex.org/W3010946738,research,5,-0.213534,At the Intersection of Jazz and Catholicism: The Sacred Works of Mary Lou Williams,"At the Intersection of Jazz and Catholicism: The Sacred Works of Mary Lou Williams. In the 1960s, African American jazz pianist and composer Mary Lou Williams (1910-81) used what was then known as the Negro spiritual, blues, swing, bebop, and even ragtime as inspiration for her settings of the sacred liturgy of the Roman Catholic Church. She deliberately chose jazz, which she called ""the only true",2020
96,https://openalex.org/W3014869516,research,7,-0.21337,SINDy-PI: a robust algorithm for parallel implicit sparse identification of nonlinear dynamics,SINDy-PI: a robust algorithm for parallel implicit sparse identification of nonlinear dynamics. Accurately modelling the nonlinear dynamics of a system from measurement data is a challenging yet vital topic. The sparse identification of nonlinear dynamics (SINDy) algorithm is one approach to discover dynamical systems models from data. Although extensions have been developed to identify implicit d,2020
97,https://openalex.org/W592849647,research,16,-0.213254,Twilight of the Idols or How to Philosophize with a Hammer,"Twilight of the Idols or How to Philosophize with a Hammer. Cataloguing: Twilight of the Idols or How to Philosophize with a Hammer / By Friedrich Nietzsche (1844-1900). [Götzen-Dämmerung. English]. Translation of text, afterward, notes, letters, and appendixes by ©Daniel Fidel Ferrer, 2013. 1. Philosophy 2) Metaphysics 3) Philosophy, Germa 4) Philosophy, German -- 19th century 5) Philosophy, Germ",2021
98,https://openalex.org/W4383604263,research,7,-0.213139,Error Approximation and Bias Correction in Dynamic Problems using a Recurrent Neural Network/Finite Element Hybrid Model,"Error Approximation and Bias Correction in Dynamic Problems using a Recurrent Neural Network/Finite Element Hybrid Model. This work proposes a hybrid modeling framework based on recurrent neural networks (RNNs) and the finite element (FE) method to approximate model discrepancies in time dependent, multi-fidelity problems, and use the trained hybrid models to perform bias correction of the low-fid",2023
99,https://openalex.org/W3015704439,research,14,-0.21295,Resonant Frequency Modeling of Coplanar Waveguide Dual-Frequency Antenna Based on Prior Knowledge Gaussian Process,"Resonant Frequency Modeling of Coplanar Waveguide Dual-Frequency Antenna Based on Prior Knowledge Gaussian Process. Aiming at the problem of Gaussian process machine learning to solve the problem of low efficiency caused by too many samples in the process of antenna modeling, a Gaussian process modeling method based on prior knowledge is proposed. The input sample of the model is the size paramete",2019
100,https://openalex.org/W4396721181,research,13,-0.212889,Swirling flow field reconstruction and cooling performance analysis based on experimental observations using physics-informed neural networks,"Swirling flow field reconstruction and cooling performance analysis based on experimental observations using physics-informed neural networks. The design of thermal protection modules (such as film cooling) for combustion chambers requires a high-fidelity swirling flow field. Although numerical methods provide insights into three-dimensional mechanisms of swirling flow, their predictions of key fe",2024
